"HC","CO","NOX"
0.28,0.17,1.88
0.33,8.66,0.56
0.67,15.39,0.41
0.17,2.1,1.19
0.38,2.68,1.34
0.49,9.72,1.06
0.07,7.42,1.61
0.45,5.71,0.4
0.48,6.9,0.89
0.5,7.06,1.34
0.25,8.37,1.57
0.7,11.39,1.14
0.37,11.56,0.23
0.13,6.04,0.86
0.46,8.33,0.95
0.48,10.28,0.3
0.25,2.08,2.01
0.43,5.01,1.05
0.31,7.1,0.69
0.61,15.31,0.77
0.67,17.55,0.14
0.32,4.76,1.7
0.55,12.89,1.09
0.56,5.84,1.3
0.38,1.48,2.26
0.13,11.65,1.98
0.52,10.26,1.09
0.11,8.11,1.56
0.51,7.45,0.7
0.35,2.06,1.68
0.23,1.01,1.6
0.42,1.07,1.21
0.51,8.23,1.24
0.69,13.74,0.62
0.4,3.81,0.88
0.17,1.3,1.11
0.74,15.35,0.47
0.49,5.74,1.2
0.48,10.66,0.81
0.14,7.67,1.79
0.19,7.29,1.75
0.39,4.97,1.12
0.2,6.94,2.09
0.43,6.5,0.96
0.08,7.13,1.38
0.69,13.45,0.48
0.72,16.5,0.21
0.26,5.63,0.97
0.52,6.83,0.75
0.52,11.4,0.81
0.2,8.8,2.07
0.3,7.53,0.77
0.42,6.62,0.58
0.43,7.16,1.02
0.38,8.35,1.17
0.55,10.47,1.91
0.46,10.37,2.22
0.76,19.25,0.25
0.31,3.98,0.71
0.74,16.37,0.67
0.49,11.78,0.06
0.77,16.82,0.59
0.36,3.94,1.22
0.21,1.57,1.8
0.57,14.97,0.67
0.32,7.69,0.92
0.6,10.14,1.09
0.16,6.59,1.9
0.3,2.16,1.49
0.67,14.43,1.02
0.16,0.97,1.07
0.25,8.02,1.24
0.31,4.59,0.86
0.44,11.03,0.74
0.35,2.56,1
0.41,8.52,1.13
0.44,10.15,0.98
0.42,5.53,1.02
0.3,1.77,1.21
0.31,2.68,1.5
0.22,0.93,1.09
0.39,3.3,1.52
0.54,14.19,0.76
0.5,6.46,1.42
0.35,9.41,0.92
0.47,8.19,1.06
0.28,2.07,0.69
0.82,18.08,0.01
0.52,11.11,0.58
0.11,7.19,1.25
0.66,7.44,1.57
0.88,20.57,1.49
0.48,4.7,1.28
0.44,7.34,1.16
0.14,7.7,1.85
0.62,12.19,1.09
0.1,0.91,1.31
0.25,8.22,1.32
0.37,5.55,0.91
0.33,5.6,1.15
