"HC","CO","NOX"
0.41,8.81,0.62
0.1,0.25,1.37
0.49,7.54,1.21
0.36,4.63,0.85
0.49,4.15,1.17
0.49,8.39,0.88
0.37,9.73,1.17
0.53,10.9,0.16
0.36,3.41,1.56
0.1,6.33,1.46
0.17,11.03,1.3
0.56,13.08,0.2
0.66,14.97,0.69
0.59,11.27,1.1
0.34,0.76,1.56
0.38,3.46,1.31
0.47,9.52,0.14
0.33,5.12,1.77
0.36,2.8,1.25
0.11,6.28,1.16
0.47,6.38,1.65
0.52,7.38,0.63
0.43,6.51,1.26
0.66,13.9,0.72
0.11,9.84,1.12
0.62,13.4,0.61
0.32,1.23,1.82
0.34,4.61,1.97
0.56,14.18,0.8
0.31,3.52,0.6
0.48,8.9,1.17
0.57,9.31,1.22
0.32,1.54,1.74
0.67,15.78,0.15
0.55,10.7,0.78
0.43,5.94,1.01
0.04,7.08,1.94
0.74,10.17,1.42
0.19,1.68,1.1
0.57,8.73,1.44
0.21,9.49,1.38
0.52,10.23,0.4
0.46,7.84,0.6
0.49,6.78,1.1
0.46,5.13,1.86
0.52,11.65,0.53
0.56,15,0.92
0.36,3.73,2.26
0.58,13.43,0.5
0.2,6.05,1.77
0.11,8.23,1.45
0.6,9.62,1.57
0.49,12.78,0.65
0.45,9.83,1.01
0.27,3.98,0.74
0.59,12.39,0.97
0.59,13.05,0.58
0.5,11.18,0.81
0.38,5.8,0.84
0.27,2.95,1.29
0.14,0.79,1.44
0.19,2.73,1.59
0.16,9.32,1.13
0.26,0.51,1.12
0.18,8.59,1.9
0.26,2.31,1.11
0.33,6.74,0.52
0.71,11.5,0.93
0.09,5.1,1.05
0.39,7.77,1.1
0.48,7.61,1.4
0.46,6.78,1.24
0.39,3.55,1.69
0.16,0.18,1.44
0,6.72,1.64
0.41,8.56,1.06
0.52,10.55,0.82
0.44,5.79,0.28
0.5,13.2,0.54
0.68,12.73,0.81
0.23,0.84,1.52
0.57,11.81,1.1
0.62,15.33,0.44
0.39,7.15,1.12
0.36,5.55,1.24
0.53,9.15,1.13
0.4,4.59,0.58
0.1,7.93,1.39
0.49,11.12,0.74
0.49,8.82,1.52
0.23,6.73,1.84
0.72,13.76,0.47
0.43,6,0.71
0.43,4.95,0.13
0.71,14.79,0.56
0.35,6.69,0.34
0.35,5.61,1.25
0.32,6.49,1.29
0.1,1.31,1.04
0.45,8.33,1.26
