"HC","CO","NOX"
0.43,3.46,1.32
0.42,7.29,1.2
0.46,10.99,0.71
0.19,0.88,1.78
0.84,16.95,0.64
0.63,10.32,1.14
0.32,2.49,1.25
0.6,12.09,0.88
0.31,6.68,0.45
0.55,9.71,1.05
0.34,6.29,0.67
0.59,11.73,0.96
0.19,3.25,0.93
0.39,5.44,1.11
0.3,3.88,0.95
0.32,0.85,2
0.14,1.05,2.31
0.26,7.89,1.9
0.52,9.72,2.25
0.81,15.71,0.45
0.28,4.85,0.78
0.34,5.27,1.47
0.47,9.59,1.51
0.11,0.52,1.28
0.53,5.72,0.62
0.41,1.93,1.64
0.48,10.94,0.96
0.42,6.79,0.93
0.2,1.19,1.29
0.62,14.8,0.31
0.67,14.28,0.4
0.28,3.26,1.34
0.33,8.77,0.53
0.63,6.14,1.63
0.53,6.95,1.3
0.57,10.95,0.92
0.43,4.74,1.43
0.27,1.02,1.91
0.47,7.76,1.16
0.24,1.1,1.52
0.05,10.66,1.8
0.52,9.64,0.73
0.25,3.11,1.58
0.24,3.77,1.17
0.52,11.41,0.93
0.19,1.3,1.75
0.61,13.76,0.03
0.33,3.33,1.38
0.43,8.17,0.68
0.1,8.08,1.39
0.31,3.45,1.73
0.34,0.56,1.24
0.54,5.6,1.26
0.48,9.23,1.05
0.38,7.25,1.31
0.75,17,0.49
0.22,2.03,1.55
0.44,6.45,1.2
0.45,12.19,0.7
0.36,6.4,0.39
0.18,7.27,1.94
0.51,6.18,1.28
0.61,10,0.29
0.6,8.34,1.12
0.33,1.67,1.85
0.5,9.57,0.22
0.51,6.35,0.86
0.48,6.74,1.49
0.65,10.95,1.39
0.63,9.88,0.88
0.57,7.86,1.11
0.49,7.6,0.97
0.57,12.2,0.42
0.46,8.86,0.8
0.52,7.68,0.7
0.24,2.62,1.01
0.24,2.72,1.7
0.24,2.27,1
0.69,13.4,0.95
0.27,1.03,1.74
0.32,4.4,1.2
0.32,8.43,0.37
0.48,6.24,1.49
0.75,7.26,1.27
0.39,6.68,1.58
0.29,2.87,1.19
0.39,4.16,1.13
0.5,14.84,0.58
0.47,6.81,1.14
0.42,4.64,1.11
0.26,0.01,1.92
0.37,1.79,1.69
0.4,1.9,1.3
0.4,5.68,0.87
0.4,6.33,1.04
0.23,1.67,2.26
0.31,1.12,1.9
0.37,3.65,1
0.85,16.62,0.36
0.31,0.2,1.31
