"HC","CO","NOX"
0.49,7.05,0.76
0.56,12.7,0.44
0.54,11.52,0.93
0.23,8.27,1.56
0.54,10.32,1.17
0.73,13.65,1.01
0.28,7.82,1.54
0.21,2.92,0.75
0.21,4,1.25
0.5,5.64,0.66
0.31,2.9,1.5
0.46,8.98,0.87
0.29,2.95,1.72
0.78,14.66,0.89
0.04,10.17,1.69
0.56,9.37,1.22
0.26,2.43,1.04
0.43,4.93,1.08
0.3,3.84,0.88
0.46,7.22,1.35
0.32,4.03,1.38
0.22,2.4,0.43
0.56,7.18,0.96
0.32,3.31,1.09
0.48,8.27,1.45
0.29,3.8,1.81
0.41,6.77,0.53
0.18,9.25,1.44
0.57,10.13,1.43
0.59,9.01,1.22
0.09,6.59,1.59
0.15,7.22,2.29
0.28,1.78,0.96
0.39,7.89,1.41
0.7,14.85,0.19
0.37,2.86,1.67
0.46,9.96,0.83
0.4,4.12,1.25
0.58,13.25,0.74
0.64,14.2,0.36
0.52,6.22,0.92
0.39,2.41,1.01
0.2,1.81,1.45
0.57,10.55,0.62
0.66,11.37,0.83
0.36,4.17,0.98
0.29,4.17,1.35
0.39,7.25,1.14
0.27,0.83,1.77
0.48,9.51,0.63
0.38,3.01,0.93
0.66,13.37,0.53
0.31,5.1,0.98
0.53,10.37,0.57
0.67,12.78,1.17
0.21,1.55,1.13
0.67,13.82,0.55
0.32,6.43,1.1
0.29,2.74,1.37
0.55,12.49,0.9
0.5,8.6,0.84
0.44,7.1,0.89
0.68,13.96,1.16
0.48,8.45,1.1
0.5,10.31,0.8
0.58,11.59,1.09
0.63,11.43,0.52
0.56,8.17,1.27
0.44,7.7,1.22
0.38,3.27,1.07
0.56,11.64,0.55
0.51,10.06,1.19
0.35,4.72,1.07
0.43,4.55,1.22
0.42,8.03,0.75
0.08,7.62,1.53
0.23,2.12,1.5
0.39,4.1,1.43
0.44,10.02,0.65
0.5,9.42,0.76
0.22,10.77,0.98
0.29,1.74,2
0.36,4.33,1.25
0.77,16.4,0.38
0.53,9.62,0.88
0.18,9.63,0.85
0.72,12.95,0.71
0.61,11.52,1.61
0.42,5.2,1.11
0.44,3.24,2.39
0.37,3.02,1.45
0.39,5.1,1.18
0.09,7.6,1.47
0.45,5.98,1.36
0.61,11.73,1.07
0.37,3.79,1.18
0.23,2.57,1.09
0.74,12.03,1.01
0.3,2.37,1.62
0.17,6.24,1.36
