"year","faculty","sex","survive","total"
1938,"M","M",18,30
1939,"M","M",16,25
1940,"M","M",14,17
1941,"M","M",16,24
1942,"M","M",29,50
1943,"M","M",15,18
1944,"M","M",18,32
1945,"M","M",15,17
1946,"M","M",32,46
1947,"M","M",21,33
1938,"A","M",19,29
1939,"A","M",14,27
1940,"A","M",15,22
1941,"A","M",6,11
1942,"A","M",8,9
1943,"A","M",11,18
1944,"A","M",6,9
1945,"A","M",7,11
1946,"A","M",0,0
1947,"A","M",12,16
1938,"S","M",10,16
1939,"S","M",12,14
1940,"S","M",14,16
1941,"S","M",11,16
1942,"S","M",22,26
1943,"S","M",13,16
1944,"S","M",27,38
1945,"S","M",32,42
1946,"S","M",1,3
1947,"S","M",19,28
1938,"E","M",8,12
1939,"E","M",10,11
1940,"E","M",12,17
1941,"E","M",6,10
1942,"E","M",6,6
1943,"E","M",2,3
1944,"E","M",18,21
1945,"E","M",10,15
1946,"E","M",0,0
1947,"E","M",44,53
1938,"A","F",22,27
1939,"A","F",12,18
1940,"A","F",14,14
1941,"A","F",14,20
1942,"A","F",10,10
1943,"A","F",11,15
1944,"A","F",19,23
1945,"A","F",17,22
1946,"A","F",2,3
1947,"A","F",21,25
1938,"S","F",1,1
1939,"S","F",3,3
1940,"S","F",9,9
1941,"S","F",4,5
1942,"S","F",2,2
1943,"S","F",4,6
1944,"S","F",2,3
1945,"S","F",12,13
1946,"S","F",1,1
1947,"S","F",9,9
