"HC","CO","NOX"
0.67,13.12,0.95
0.28,2.14,0.89
0.34,5.46,1.51
0.52,6.18,0.4
0.61,11.47,1.28
0.46,6.73,1.19
0.4,8.2,0.54
0.51,10.5,0.44
0.19,7.91,1.12
0.18,5.32,1.01
0.19,2.31,1.63
0.74,16.31,0.38
0.35,4.43,1.89
0.48,7.25,1.22
0.5,9.03,1.2
0.65,10.04,0.66
0.27,4.61,0.82
0.39,8.63,0.93
0.3,2.83,1.38
0.57,8.11,1.18
0.45,8.33,1.04
0.38,4.39,1.65
0.3,2.35,1.2
0.63,14.37,0.96
0.16,8.54,1.74
0.17,1.93,1.41
0.54,13,0.75
0.52,11.72,1.18
0.44,6.28,0.62
0.18,9.77,1.84
0.68,10.9,0.63
0.33,6.43,1.1
0.38,9.73,0.08
0.46,7.94,0.65
0.22,7.98,1.23
0.21,1.22,1
0.5,11.14,0.31
0.12,3.35,1.31
0.47,10.91,1.68
0.36,9.41,0.66
0.48,10.67,0.46
0.51,6.28,1.47
0.46,8.11,1.4
0,6.58,1.42
0.49,9.23,1.09
0.41,5.8,1.69
0.86,17.65,0.53
0.37,6.81,1.52
0.48,10.17,0.94
0.54,6.28,0.84
0.38,5.33,0.74
0.66,10.87,0.62
0.21,8.94,2.07
0.51,8.5,1.37
0.38,4.07,1.46
0.43,10.95,0.61
0.39,3.17,2.3
0.51,7.71,1.33
0.27,6.69,1.07
0.41,7.2,1.09
0.46,8.12,2.14
0.62,13.71,0.47
0.68,15.24,0.74
0.33,3.48,1.37
0.15,5.97,1.6
0.5,8.61,0.6
0.23,7.41,1.71
0.2,9.78,1.51
0.26,10.79,1.9
0.4,3.12,0.95
0.35,8.09,0.39
0.29,3.94,0.97
0.43,6.54,1.34
0.53,10.58,0.62
0.32,4.23,1.82
0.54,11.99,0.3
0.46,6.93,0.94
0.12,6.34,0.95
0.57,6.36,1.23
0.56,11.94,0.53
0.71,15.98,0.42
0.31,2.17,1.76
0.23,8.02,1.61
0.06,7.88,1.52
0.53,12.16,0.17
0.23,2.24,1.65
0.37,5.33,0.7
0.36,3.98,1.46
0.21,3.68,1.23
0.37,5.12,1.7
0.32,0.9,1.19
0.34,2.09,1.72
0.39,2.18,2.32
0.33,4.01,0.43
0.25,3.78,1.08
0.41,8.95,0.97
0.53,10.61,1.26
0.21,10.07,1.62
0.33,6.27,1.15
0.59,12.44,0.91
