"HC","CO","NOX"
0.4,3.52,1.3
0.54,8.86,0.55
0.36,5.26,1.29
0.26,3.6,1.91
0.38,5.45,1.45
0.39,3.48,1.23
0.57,13.91,1.53
0.34,1.31,1.13
0.36,5.67,1.6
0.51,9.54,0.85
0.42,10.5,0.99
0.09,7.97,1.67
0.35,7.31,0.96
0.51,11.71,0.6
0.29,0.84,0.7
0.26,4.32,0.92
0.45,8.98,0.35
0.39,7.67,0.35
0.54,9.64,0.53
0.15,0.85,1.59
0.55,7.88,1.82
0.24,0.54,1.43
0.45,9.8,0.38
0.66,13.84,0.34
0.38,9.87,0.97
0.12,4.95,1.26
0.33,5.33,1.07
0.39,6.66,1.48
0.6,13.58,0.5
0.55,10.88,0.49
0.44,5.55,1.1
0.62,13.45,0.21
0.59,12.03,0.46
0.23,8.2,1.58
0.4,6.63,1.26
0.13,1.17,1.44
0.71,15.66,0.53
0.48,7.84,0.85
0.3,2.23,1.21
0.2,11.24,1.88
0.48,13.05,1.17
0.65,9.65,0.62
0.54,11.67,1.36
0.41,2.88,1.25
0.44,8.3,0.83
0.38,10.77,0.6
0.28,5.25,1.42
0.48,10.31,1.06
0.54,10.93,0.42
0.31,8.84,0.64
0.39,6.15,1.01
0.3,3.97,0.66
0.52,9.23,0.33
0.62,14.39,0.85
0.47,4.21,0.53
0.43,6.89,0.7
0.01,6.83,1.87
0.12,7.72,2.15
0.22,1.44,1.29
0.18,7.35,1.65
0.51,7.94,0.52
0.1,8.35,1.44
0.39,5.94,1.02
0.49,9.8,1.1
0.5,10.53,1.41
0.21,5.29,1.46
0.65,15.21,0.87
0.53,10.75,1.16
0.14,2.49,1.75
0.07,4.38,1.93
0.35,5.31,1.11
0.42,4.73,1.06
0.37,8.44,1.33
0.29,3.93,1.57
0.67,16.52,1.71
0.71,11.96,0.9
0.4,4.97,1.49
0.42,6.38,1.02
0.52,6.2,1.19
0.45,5.56,1.44
0.52,10,0.9
0.78,18.8,0.28
0.08,7,1.46
0.4,1.62,1.53
0.5,11.23,0.73
0.27,1.78,1.39
0.46,8,1.68
0.49,10.9,0.8
0.17,10.21,1.2
0.45,9.91,0.58
0.31,6.06,0.97
0.51,8.05,0.43
0.25,7.55,1.83
0.43,6.38,1.25
0.45,8.75,1.33
0.47,4.99,1.23
0.31,1.27,1.21
0.49,8.48,0.75
0.42,6.07,1.05
0.62,12.83,1.67
