"HC","CO","NOX"
0.47,11.23,0.57
0.56,6.67,1.22
0.74,16.99,0.26
0.33,1.04,1.7
0.3,6.94,0.82
0.54,8.22,0.33
0.64,14.25,0.13
0.36,5.67,1.26
0.58,11.2,1.09
0.18,6.54,1.5
0.42,4.53,1.03
0.4,3.73,1.43
0.35,4.8,0.93
0.19,3.96,1.86
0.56,9.55,1.15
0.54,13.35,0.08
0.2,8.59,2.16
0.46,10.74,0.07
0.38,5.98,0.69
0.24,0.9,1.49
0.27,5.77,0.24
0.53,9.74,1.25
0.34,1.43,1.86
0.3,4.87,1.18
0.44,9.88,0.37
0.4,7.13,0.92
0.39,3.21,1.78
0.36,6.96,0.41
0.35,4.98,1.54
0.59,9.53,1.53
0.47,7.7,0.72
0.61,9.34,0.51
0.22,8.44,1.3
0.54,7.36,1.25
0.51,9.67,1.17
0.39,6.91,1.26
0.5,9.76,0.73
0.23,0.84,1.01
0.25,1.1,1.25
0.65,16.85,0.53
0.34,4.8,1.6
0.61,11.49,0.43
0.56,14.25,0.21
0.14,0.2,1.27
0.36,5.36,1.62
0.77,18.39,0.16
0.54,6.57,0.58
0.05,12.35,1.31
0.45,4.78,1.32
0.46,10.83,0.34
0.56,9.83,0.63
0.53,9.42,1.38
0.45,7.64,1.15
0.33,3.53,1.25
0.51,8.24,1.04
0.58,9.06,1.02
0.73,17.85,1.12
0.51,7.05,0.65
0.5,7.85,1.3
0.4,11.04,0.75
0.43,6.92,1.6
0.38,3.68,1.47
0.42,5.42,1.44
0.3,2.08,1.28
0.18,9.19,1.71
0.73,16.27,1.04
0.45,7.18,0.95
0.58,10.46,1.26
0.64,12.13,0.72
0.66,13.11,1.19
0.32,4.39,1.52
0.66,12.64,1.18
0.3,2.61,1.52
0.36,5.4,0.98
0.36,5.36,0.91
0.49,8.45,2.29
0.38,6.89,0.96
0.07,9.93,1.34
0.36,4.17,1.43
0.46,8.47,0.67
0.42,8.24,0.41
0.52,10.65,1
0.33,5.94,0.58
0.58,9.14,0.88
0.52,13.84,0.44
0.21,7.79,1.45
0.36,5.53,0.82
0.31,2.28,1.2
0.4,5.88,0.66
0.32,2.27,1.37
0.44,3.66,1.48
0.68,14.76,0.46
0.33,2.78,1.36
0.5,7.23,1.07
0.21,2.18,1.16
0.36,6.64,0.45
0.41,11.67,0.46
0.59,10.14,1.05
0.12,1.74,1.51
0.48,14.52,0.37
