"HC","CO","NOX"
0.54,7.18,1.35
0.61,14.12,0.16
0.44,5.4,1.48
0.06,8.7,1.54
0.45,7.69,1.23
0.09,9.5,1.4
0.29,2.74,1.19
0.03,9,1.91
0.67,16.02,1.62
0.45,8.43,0.88
0.29,0.92,1.62
0.3,3.71,1.3
0.13,6.08,1.91
0.11,8.21,1.68
0.21,7.2,1.41
0.66,15.53,1.11
0.49,8.91,1.63
0.28,2.81,1.53
0.5,8.36,1.29
0.5,10.93,0.2
0.55,8.35,1.36
0.18,10.32,2.09
0.61,11.32,0.57
0.68,15.85,0.91
0.35,4.82,0.63
0.56,11.46,1.17
0.36,3.85,0.67
0.14,8.1,1.8
0.3,2.38,0.62
0.55,8.94,0.91
0.18,1.86,2.02
0,6.07,2.33
0.55,7.61,0.71
0.48,6.78,1.47
0.62,10.84,0.85
0.54,8.83,1.06
0.55,9.82,0.81
0.28,3.55,0.89
0.64,15.48,0.07
0.58,7.28,1.39
0.23,9.95,1.55
0.43,7.9,0.49
0.13,5.13,1.11
0.47,8.84,1.89
0.38,2.94,1.57
0.55,9.52,0.76
0.15,2.58,1.72
0.21,10.59,1.95
0.41,6.43,1.3
0.61,7.65,1.21
0.61,15.03,0.69
0.52,10.64,0.1
0.23,2.48,1.01
0.16,7.96,2.01
0.13,9.96,1.8
0.28,4.43,0.55
0.37,3.67,1.36
0.65,11.86,1.38
0.35,3.74,1.11
0.18,0.18,1.59
0.32,11.5,1.14
0.28,1.01,1.95
0.43,6.4,1.17
0.34,6.97,1.47
0.29,5.92,0.46
0.48,10.75,0.86
0.45,8.13,0.84
0.04,5.02,1.59
0.43,6.42,1.03
0.7,14.48,0.18
0.29,0.96,1.85
0.44,9.35,0.34
0.36,3.94,1.74
0.15,6.07,2.19
0.08,9.03,1.03
0.44,6.17,0.86
0.48,7.62,0.92
0.24,2.85,1.32
0.72,13.47,0.79
0.45,7.23,1.06
0.53,11.27,0.34
0.17,8.24,1.63
0.33,1.98,1.07
0.29,3.04,1.41
0.12,6.21,1.09
0.4,4.62,1.15
0.23,1.5,1.68
0.22,1.98,1.17
0.65,12.13,0.53
0.34,1.87,1.09
0.58,12.16,0.55
0.14,0.87,1.07
0.31,3.14,1.46
0.58,12.04,1.09
0.29,0.81,1.78
0.38,5.71,1.51
0.52,5.29,1.07
0.21,2.5,1.64
0.28,0.97,1.76
0.38,8.54,0.89
