"year","faculty","sex","survive","total"
1938,"M","M",10,20
1939,"M","M",24,37
1940,"M","M",6,10
1941,"M","M",13,25
1942,"M","M",36,54
1943,"M","M",7,17
1944,"M","M",18,32
1945,"M","M",11,15
1946,"M","M",20,33
1947,"M","M",29,40
1938,"A","M",14,24
1939,"A","M",13,23
1940,"A","M",12,20
1941,"A","M",8,13
1942,"A","M",12,14
1943,"A","M",13,22
1944,"A","M",5,11
1945,"A","M",11,14
1946,"A","M",0,0
1947,"A","M",9,19
1938,"S","M",7,11
1939,"S","M",10,12
1940,"S","M",17,27
1941,"S","M",6,8
1942,"S","M",19,23
1943,"S","M",6,9
1944,"S","M",20,25
1945,"S","M",23,28
1946,"S","M",2,3
1947,"S","M",24,34
1938,"E","M",12,18
1939,"E","M",8,11
1940,"E","M",9,17
1941,"E","M",6,9
1942,"E","M",1,3
1943,"E","M",1,1
1944,"E","M",19,27
1945,"E","M",22,25
1946,"E","M",0,0
1947,"E","M",27,35
1938,"A","F",19,22
1939,"A","F",10,13
1940,"A","F",9,13
1941,"A","F",14,19
1942,"A","F",8,14
1943,"A","F",14,19
1944,"A","F",15,21
1945,"A","F",18,19
1946,"A","F",3,3
1947,"A","F",3,5
1938,"S","F",1,1
1939,"S","F",3,3
1940,"S","F",6,7
1941,"S","F",1,1
1942,"S","F",6,6
1943,"S","F",7,7
1944,"S","F",5,6
1945,"S","F",13,16
1946,"S","F",2,2
1947,"S","F",5,5
