"year","faculty","sex","survive","total"
1938,"M","M",11,16
1939,"M","M",11,21
1940,"M","M",10,20
1941,"M","M",11,16
1942,"M","M",31,44
1943,"M","M",9,15
1944,"M","M",25,44
1945,"M","M",14,21
1946,"M","M",18,31
1947,"M","M",25,34
1938,"A","M",16,26
1939,"A","M",9,17
1940,"A","M",20,31
1941,"A","M",10,16
1942,"A","M",3,7
1943,"A","M",16,24
1944,"A","M",6,9
1945,"A","M",8,11
1946,"A","M",0,0
1947,"A","M",19,28
1938,"S","M",8,10
1939,"S","M",7,11
1940,"S","M",12,15
1941,"S","M",14,15
1942,"S","M",18,28
1943,"S","M",18,21
1944,"S","M",34,40
1945,"S","M",32,41
1946,"S","M",2,3
1947,"S","M",26,35
1938,"E","M",15,18
1939,"E","M",8,8
1940,"E","M",10,17
1941,"E","M",12,15
1942,"E","M",6,9
1943,"E","M",2,3
1944,"E","M",10,12
1945,"E","M",22,28
1946,"E","M",0,0
1947,"E","M",22,31
1938,"A","F",14,18
1939,"A","F",11,14
1940,"A","F",19,20
1941,"A","F",14,18
1942,"A","F",8,10
1943,"A","F",9,13
1944,"A","F",11,13
1945,"A","F",14,19
1946,"A","F",2,3
1947,"A","F",11,15
1938,"S","F",1,1
1939,"S","F",6,6
1940,"S","F",7,9
1941,"S","F",4,4
1942,"S","F",4,5
1943,"S","F",6,7
1944,"S","F",2,3
1945,"S","F",10,11
1946,"S","F",1,1
1947,"S","F",9,11
