"HC","CO","NOX"
0.24,0.04,1.81
0.12,7.44,0.89
0.26,0.5,1.14
0.4,7.81,1.01
0.49,8.05,0.88
0.22,0.13,1.23
0.33,1.95,1.78
0.47,3.98,1.12
0.04,6.6,1.96
0.14,6.96,1.42
0.55,10.46,0.14
0.17,6.07,1.15
0.24,7.55,1.8
0.29,7.23,1.08
0.04,7.06,1.34
0.15,8.05,1.92
0.57,10.91,1.12
0.18,7.76,2.43
0.29,3.86,1.84
0.53,9.91,0.97
0.4,7.67,0.88
0.42,3.33,0.68
0.28,2.66,2
0.1,11.95,1.54
0.52,9.03,1.37
0.34,7.12,0.7
0.35,4.31,2.07
0.2,7.09,1.98
0.42,4.51,1.53
0.35,5.28,1.48
0.22,4.06,1.18
0.25,1.51,0.99
0.7,11.96,0.01
0.31,4.56,1.21
0.31,5.81,0.56
0.3,3,0.71
0.18,5.85,1.48
0.42,7.84,1.63
0.29,2.65,1.54
0.49,7.53,1.42
0.31,5.91,1.15
0.71,11.2,0.45
0.69,13.86,0.67
0.52,9.3,0.9
0.24,1.89,1.23
0.42,11.18,1
0.53,9.06,0.47
0.64,15.7,0.89
0.37,5.57,0.51
0.47,4.92,1.18
0.63,11.37,0.92
0.33,4.06,1.68
0.79,16.35,0.59
0.4,10.82,0.59
0.85,17.48,0.36
0.57,7.73,0.65
0.46,7.68,1.3
0.21,0.45,0.61
0.32,9.83,0.51
0.55,9.9,1.53
0.31,8.42,1.15
0.52,14.69,0.02
0.25,0.12,1.59
0.31,3.45,1.61
0.45,6.13,1.2
0.49,8.43,0.93
0.71,18.41,0
0.53,7.95,0.9
0.12,7.14,1.81
0.05,6.76,1.95
0.19,6.58,1.53
0.72,13.65,0.53
0.55,13.91,1.06
0.26,1.78,1.8
0.15,8.25,1.67
0.39,6.5,1.16
0.38,1.39,1.08
0.15,0,1.26
0.26,0.26,1.75
0.18,7.17,1.19
0.42,5.63,1.75
0.63,12.84,0.87
0.55,8.9,0.97
0.67,13.18,0.78
0.23,6,2
0.37,7.56,0.86
0.34,4.35,0.83
0.25,2.99,1.55
0.53,13.12,1
0.74,16.91,0.27
0.36,2.44,0.9
0.43,6,1.29
0.52,10.49,1.24
0.21,8.11,2.37
0.55,9.87,0.9
0.61,13.69,0.31
0.34,3.28,1.25
0.43,7.22,1.34
0.38,6.01,1.62
0.62,10.85,1.27
