"HC","CO","NOX"
0.26,1.33,1.72
0.37,8.99,0.68
0.34,4.92,0.56
0.41,3.83,1.4
0.59,13.79,0.44
0.49,13.91,0.07
0.44,9.23,0.41
0.43,6.27,1.48
0.44,7.11,1.03
0.44,6.93,0.79
0.28,2.06,0.91
0.35,7.3,1.01
0.58,11.26,1.24
0.15,2.28,0.66
0.66,13.23,0.08
0.33,1.1,2.02
0.41,7.44,1.24
0.66,12.43,0.97
0.14,7.36,1.16
0.49,11.12,0.5
0.42,5.73,1.26
0.28,7.58,1.48
0.43,6.52,0.91
0.53,9.37,0.61
0.37,8.72,0.64
0.48,9.35,0.81
0.36,4.59,1.01
0.25,1.96,1.81
0.37,3.8,0.94
0.05,5.76,2.2
0.39,10.7,0.03
0.24,6.52,1.83
0.65,14.17,0.18
0.44,2.48,1.17
0.56,9.17,1.63
0.43,9.71,1.07
0.59,9.46,0.98
0.4,6.5,1.23
0.31,3.43,1.06
0.47,7.69,1.75
0.58,4.96,1.25
0.37,5.96,1.21
0.55,10.7,0.34
0.55,10.47,0.93
0.47,6.78,0.91
0.41,2.77,0.93
0.59,9.31,1.13
0.73,11.65,0.72
0.33,4.45,1.43
0.27,3.41,1.93
0.25,1.93,1.19
0.57,10.85,0.63
0.37,4.14,1.32
0.52,11.27,0.36
0.52,11.31,1.46
0.21,1.57,1.52
0.06,8.13,1.6
0.19,0.68,1.21
0.75,17.49,0.39
0.68,14.44,1.06
0.45,3.45,1.39
0.37,0.52,1.94
0.33,3.8,0.83
0.27,0.03,1.52
0.62,11.67,0.96
0.49,9.11,0.53
0.36,3.17,1.45
0.46,11.41,1.14
0.34,8.15,0.57
0.43,9.26,0.92
0.48,9.13,0.92
0.39,8.7,1.22
0.69,13.69,0.88
0.46,7.97,0.96
0.6,13.41,0.39
0.44,7.42,0.65
0.33,3.54,1.13
0.31,2.52,1.98
0.18,6.43,1.12
0.45,8.58,1.16
0.6,12.74,0.9
0.07,7.55,1.58
0.28,1.26,0.97
0.16,1.38,1.37
0.23,1.46,0.77
0.54,7.7,1.08
0.3,7.52,1.72
0.37,2.82,0.56
0.5,6.37,0.81
0.26,1.73,1.23
0.37,6.79,1.22
0.27,3.48,1.27
0.26,4.79,1.81
0.38,5.91,1.25
0.37,4.57,0.53
0.06,6.54,1.3
0.77,17.65,0.44
0.24,9.14,1.89
0.27,1.54,1
0.45,8.81,1.28
