"HC","CO","NOX"
0.22,7.9,1.67
0.31,3.34,1.35
0.36,8.13,0.39
0.23,0.08,1.08
0.33,1.8,1.03
0.52,11.88,0.44
0.61,10.14,0.95
0.55,11.38,0.49
0.34,8.65,1.72
0.38,8.04,0.97
0.46,6.86,0.73
0.25,8.02,2.07
0.39,7.18,1.3
0.05,1.78,1.22
0.58,14.41,0.25
0.42,8.61,0.92
0.55,8.85,1.28
0.24,1.47,1.09
0.37,6.01,1.43
0.41,6.02,0.79
0.31,4.99,0.86
0.63,13.65,0.35
0.45,8.68,0.89
0.38,7.71,1.35
0.36,6.96,1.83
0.72,17.74,0.58
0.37,8.15,1.42
0.42,7.25,1.98
0.13,8.52,1.25
0.09,7.29,1.82
0.25,1.68,0.58
0.49,10.84,0.18
0.15,7.38,1.72
0.21,0.91,1.42
0.46,4.99,1.44
0.8,16.32,0.57
0.42,4.39,1.45
0.49,6.28,1.94
0.36,1,0.95
0.35,4.55,0.83
0.41,6.8,0.52
0.24,8.66,1.46
0.36,2.49,1.55
0.64,9.48,0.78
0.05,7.48,2.03
0.34,4.89,0.68
0.6,11.37,0.37
0.57,9.91,0.53
0.44,6.49,1.2
0.53,9.99,0.51
0.42,5.56,0.62
0.14,3.16,0.68
0.41,6.49,1.1
0.28,2.9,0.96
0.6,11.45,0.57
0.68,9.59,0.58
0.32,4.34,1.16
0.43,2.07,1.32
0.67,14.56,1.27
0.31,8.25,0.96
0.58,9,0.88
0.46,8.25,0.42
0.57,11.64,1.09
0.37,4.45,1.65
0.54,6.76,0.36
0.54,9.32,1.09
0.4,6.39,1.1
0.56,7.48,1.85
0.16,6.84,2.16
0.28,2.95,1.6
0.5,11.08,0.28
0.4,2.78,1.49
0.32,6.36,0.83
0.25,4.23,0.68
0.25,3.47,1.16
0.3,1.83,1.44
0.39,5.67,0.64
0.23,2.6,0.73
0.33,6.18,0.99
0.3,1.12,1.22
0.5,10.96,0.47
0.2,4.08,0.87
0.57,13.68,0.67
0.2,5.15,1.38
0.44,1.03,1.28
0.84,14.05,0.86
0.49,6.36,1.28
0.38,7.1,1.63
0.38,4.3,0.76
0.56,10.68,0.74
0.38,3.66,1.48
0.66,18.02,0.27
0.58,12.31,1.2
0.3,0.41,0.63
0.51,11.73,0.61
0.21,2.36,1.54
0.49,8.94,1.02
0.22,1.24,1.34
0.63,12.37,0.1
0.29,1.4,1.41
