"HC","CO","NOX"
0.34,3.86,1.67
0.56,16.44,0.16
0.21,0.19,2.26
0.52,10.17,0.51
0.4,7.43,1.56
0.41,4.99,1.61
0.4,5.46,0.8
0.64,14.6,0.87
0.58,15.11,0.11
0.24,1.34,1.28
0.22,0.19,1.45
0.35,5.6,1.3
0.44,5.44,0.77
0.44,7.04,1.57
0.25,3.64,0.78
0.24,1.75,1.43
0.31,0.99,0.94
0.32,4.85,0.82
0.48,9.44,0.79
0.32,0.73,1.42
0.62,11.13,0.71
0.37,5.41,1.16
0.26,2.32,1.14
0.6,16.59,1.73
0,8.14,1.41
0.59,8.72,0.88
0.46,7.91,1.16
0.38,6.22,0.7
0.38,5.7,0.55
0.37,5.7,1.09
0.56,5,1.19
0.34,6.63,0.86
0.59,12.45,0.26
0.37,6.24,1.1
0.3,4.65,0.66
0.63,16.22,0.09
0.45,5.88,1.07
0.31,3.97,1.18
0.27,6.89,1.35
0.1,1.25,1.19
0.39,2.7,1.96
0.61,6.77,1.7
0.34,1.27,1.21
0.6,13.11,0.02
0.2,12.24,1.09
0.45,6.94,1.07
0.92,21.09,0.16
0.49,6.98,0.98
0.46,8.82,1.56
0.22,3.32,0.45
0.52,8.15,0.91
0.43,1.58,1.23
0.4,7.51,0.85
0.43,2.15,1.23
0.58,12.37,0.79
0.47,7.07,0.54
0.54,9.43,1.2
0,9.73,1.88
0.37,3.43,1.16
0.33,3.18,0.77
0.29,3.43,1.49
0.25,6.26,1.22
0.52,9.3,0.14
0.49,8.4,1.64
0.42,7.49,1.26
0.1,7.92,1.99
0.13,9.24,1.48
0.23,8.66,1.22
0.39,5.55,1.58
0.79,12.12,1.42
0.5,9.35,1.06
0.37,2.13,1.35
0.44,4.79,1.37
0.45,13.37,0.74
0.58,12.78,0.49
0.14,8.67,1.38
0.57,7.34,1.46
0.37,5.55,0.33
0.38,4.38,1.14
0.34,5.07,1.06
0.64,8.1,0.9
0.35,7.22,1.14
0.47,5.89,0.63
0.54,8.01,0.62
0.18,5.94,2.17
0.28,0.5,1.77
0.42,7.91,1.58
0.26,2.36,0.65
0.38,1.81,1.33
0.29,3.18,0.85
0.17,8.86,1.89
0.5,6.17,1.21
0.52,9.25,0.62
0.29,3.34,1.75
0.37,6.32,1.52
0.44,4.33,1.22
0.44,7.8,0.97
0.63,15.26,0.51
0.59,11.67,1.14
0.6,6.74,0.98
