"HC","CO","NOX"
0.35,6.77,0.85
0.51,8.14,1.59
0.54,13.67,1.21
0.21,10.31,1.07
0.62,11.04,0.57
0.17,1.15,1.21
0.67,14.62,0.38
0.24,1.67,1.16
0.25,1.96,1.31
0.12,6.46,1.59
0.07,8.64,1.4
0.5,7.81,1.25
0.21,0.55,1.15
0.46,5.81,1.3
0.3,1.43,1.74
0.35,5.06,1.15
0.12,11.49,1.71
0.44,8.12,0.63
0.71,16.46,0.06
0.31,2.18,1.76
0.34,2.48,1.33
0.35,1.4,1.47
0.66,13.49,0.75
0.42,5.96,1.02
0.49,6.25,1.13
0.68,13.85,0.94
0.36,9.18,0.31
0.59,9.04,1.26
0.64,14,0.86
0.25,2.23,1.6
0.41,2.29,1.95
0.37,7.71,0.97
0.34,6.67,1.32
0.52,11.93,0.16
0.62,11.66,0.29
0.37,4.23,1.34
0.56,12.97,0.78
0.41,5.58,0.99
0.72,8.81,2.18
0.59,9.1,1.71
0.54,9.29,1.04
0.44,10.48,1.37
0.45,10.14,0.64
0.45,2.63,1.73
0.76,6.82,1.01
0.72,12.73,0.96
0.49,10.14,0.15
0.4,5.74,1.13
0.34,6.62,0.62
0.29,2.04,1.41
0.34,3.19,1.47
0.38,11.46,1.56
0.53,6.41,1.49
0.1,0.08,0.77
0.25,2.89,1.64
0.75,17.6,0.05
0.05,6.91,1.29
0.34,6.48,1.58
0.25,3.23,0.76
0.43,5.92,1.26
0.47,7.69,0.62
0.37,5.18,0.87
0.18,1.58,1.1
0.46,5.59,1.21
0.36,3.32,1.73
0.56,14.04,0.65
0.74,13.3,0.38
0.18,9.7,1.57
0.65,11.46,0.59
0.57,7.31,1.11
0.32,4.32,0.88
0.63,9.94,0.99
0.27,6.17,1.56
0.38,8.4,1.08
0.32,1.48,0.91
0.21,7.01,2.12
0.22,6.75,1.37
0.33,7.2,1.61
0.26,6.39,1.77
0.48,8.38,0.71
0.74,12.76,0.51
0.69,12.9,1.07
0.33,5.66,1.01
0.29,5.22,1.22
0.34,6.08,1.44
0.3,4.42,1.24
0.31,1.12,1.95
0.29,1.68,1.5
0.33,5.25,1.01
0.2,2.47,1.37
0.53,6.42,0.45
0.27,5.28,1.03
0.47,6.17,0.81
0.55,11.09,1
0.53,12.27,0.77
0.2,6.35,1.9
0.54,11.4,0.25
0.32,7.59,1.82
0.39,6.3,1.21
0.32,4.35,1.53
