"HC","CO","NOX"
0.73,14.55,0.28
0.32,2.66,1.85
0.52,10.1,0.53
0.29,0.89,1.82
0.53,8.46,1.39
0.64,11.29,0.8
0.43,7.67,0.88
0.21,0.54,1.53
0.45,5.78,0.78
0.35,4.38,0.15
0.08,7.85,1.4
0.38,8.05,0.56
0.33,8.6,1.36
0.63,13.04,0.69
0.36,6.29,1.08
0.43,6.8,0.64
0.27,1.67,2.19
0.31,2.94,0.98
0.62,10.98,0.64
0.08,7.1,1.58
0.34,8.03,1.45
0.3,2.69,0.9
0.35,4.93,1.18
0.53,11.94,0.68
0.23,1.6,2.4
0.16,11.98,2.1
0.79,15.52,0.75
0.25,3.31,0.97
0.37,7.21,1.67
0.33,4.27,0.76
0.81,22.13,0.27
0.29,0.36,1.17
0.52,11.19,0.88
0.49,10.15,0.79
0.36,1.88,1.34
0.28,1.58,1.14
0.66,11.82,0.79
0.43,6.7,1.81
0.56,11.77,0.88
0.25,0.69,1.44
0.47,3.84,1.91
0.33,5.3,1.46
0.25,5.51,0.84
0.58,15,0.24
0.5,3.62,1.3
0.48,8.28,1.09
0.27,0.36,1.26
0.28,2.79,0.72
0.15,8.61,0.96
0.26,0.2,1.02
0.41,6.52,1.15
0.26,6.1,1.65
0.65,10.66,0.96
0.42,3.5,1.49
0.5,9.83,0.13
0.35,6.18,1.59
0.22,3.72,1.04
0.52,10.9,1.05
0.32,4.36,1.37
0.46,4.59,1.36
0.47,5.93,1.05
0.61,12.38,0.67
0.47,8.7,1.11
0.3,8.12,1.1
0.34,4.04,0.89
0.46,10.41,0.9
0.34,5.85,1.18
0.54,9.12,0.63
0.32,0.96,1.81
0.54,11.88,0.4
0.33,0.92,2.05
0.3,2.19,0.62
0.33,0.42,1.58
0.7,13.91,0.58
0.11,8.05,1.62
0.43,7,1.51
0.34,1.1,1.7
0.41,6.62,0.62
0.54,7.15,0.83
0.77,18.34,0.49
0.24,11.68,1.98
0.58,10.32,0.53
0.18,0.52,1.45
0.54,8.93,1.03
0.57,10.63,0.79
0.41,5.68,0.96
0.26,4.72,1.09
0.51,9.9,2.39
0.17,8.04,1.64
0.26,4.2,0.84
0.26,2.38,1.34
0.46,8.01,0.4
0.35,7.11,0.48
0.39,8.85,0.81
0.45,9.26,0.93
0.49,12.41,1.05
0.52,13.85,0.33
0.2,6.36,1.55
0.28,2.66,1.08
0.53,4.71,1.04
