"HC","CO","NOX"
0.76,15.83,0.34
0.53,12.16,0.3
0.17,5.63,1.29
0.42,4.33,0.81
0.59,12.53,0.46
0.17,0.22,1.57
0.26,8.24,1.51
0.6,15.39,0.43
0.24,1.91,0.95
0.68,16.08,0.52
0.5,3.24,1
0.43,12.35,0.33
0.24,0.74,1.88
0.26,2.26,1.72
0.43,4.98,1.33
0.05,8.09,1.87
0.48,9.58,0.48
0.37,8.57,0.69
0.25,3.04,1.69
0.25,2.75,1.35
0.68,15.26,0.78
0.22,8.85,1.74
0.7,14.05,0.23
0.41,9.29,0.88
0.23,7.63,1.79
0.56,10.98,0.81
0.44,4.88,1.39
0.28,3.06,1.02
0.11,7.22,1.9
0.27,1.41,1.96
0.45,5.74,1.13
0.4,3.61,1.18
0.34,1.26,1.33
0.65,15.15,0.73
0.58,14.69,0.7
0.39,8.61,1.59
0.23,2.52,1.39
0.33,1.98,1.15
0.41,5.5,1.54
0.41,4.58,1.1
0.56,11.72,1.27
0.49,13.4,0.38
0.31,7.76,0.57
0.27,1.38,0.71
0.6,12.72,0.91
0.45,7.21,1.04
0.47,3.78,1.31
0.42,9.14,1.17
0.51,10.09,0.21
0.44,3.64,1.61
0.19,2.81,1.46
0.41,4.23,1.11
0.53,12.12,0.54
0.27,3.69,1.15
0.29,7.55,1.16
0.02,8.35,1.31
0.5,6.04,1.05
0.23,0.08,1.56
0.45,7.11,0.62
0.39,7.05,1.23
0.11,6.42,1.36
0.5,7.93,0.97
0.32,5.36,1.05
0.4,3.5,1.55
0.48,10.65,1.07
0.51,8.25,1.15
0.03,6.47,1.79
0.64,12.7,0.84
0.6,13.15,0.87
0.49,6.52,1.1
0.49,8.35,0.78
0.42,6.01,1.18
0.66,12.4,0.89
0.64,14.09,0.71
0.55,11.76,0.42
0.41,7.76,1.09
0.31,7.02,0.99
0.5,11.02,1.71
0.27,3.45,1.13
0.44,1.63,1.05
0.63,9.97,0.91
0.35,4.71,1.23
0.34,4.15,1.15
0.27,2.21,0.94
0.34,7.4,0.4
0.47,8.04,1.25
0.47,9.17,0.94
0.14,0.47,0.87
0.6,12.29,0.57
0.58,13.78,0.68
0.38,3.61,0.55
0.37,3.31,1.48
0.47,6.11,0.94
0.44,8.24,1.3
0.64,14.67,1.13
0.3,5.11,1.31
0.19,3.37,0.94
0.17,13.43,1
0.3,4.58,0.97
0.53,7.35,1.22
