"HC","CO","NOX"
0.62,13.22,1.06
0.25,3.13,0.57
0.4,1.53,1.78
0.58,10.34,0.4
0.48,7.21,0.77
0.6,10.38,1.38
0.18,0.56,1.55
0.81,19.36,0.34
0.33,5.61,1.33
0.43,11.78,0.68
0.26,7.32,1.14
0.28,6.91,1.79
0.21,1.75,1.37
0.62,11.42,0.38
0.46,10.53,1.99
0.55,8.73,1.19
0.14,7.86,1.72
0.28,5.4,0.12
0.48,10.31,1.25
0.31,6.99,0.31
0.37,6.21,0.81
0.44,8.17,1.64
0.79,20.71,0.29
0.5,9.35,1.06
0.16,6.82,1.93
0.45,8.14,0.66
0.55,11.5,1.14
0.14,6.43,0.93
0.57,14.87,0.8
0.59,9.46,1.49
0.27,3.3,1.15
0.18,0.16,0.63
0.22,9.1,1.14
0.19,5.19,1.54
0.64,8.68,0.91
0.61,14.85,0.56
0.45,6.11,1.03
0.5,8.67,0.44
0.33,6.11,1.29
0.31,3,1.69
0.49,3.69,1.55
0.54,10.2,0.32
0.16,10.73,1.36
0.3,3.91,1.24
0.4,6.44,1.35
0.37,3.15,2.34
0.38,5.55,0.99
0.61,12.82,1.22
0.3,0.15,1.03
0.12,8.62,1.45
0.62,11.64,1.06
0.68,16.36,0.33
0.48,9.92,1.6
0.48,9.62,0.59
0.32,3.62,1.11
0.51,11.69,1.02
0.16,9.53,1.94
0.19,6.37,1.05
0.53,5.9,1.28
0.25,4.46,1.49
0.51,6.98,1.36
0.57,10.18,0.67
0.27,2.8,1.07
0.59,11.29,0.88
0.58,14.88,0.28
0.23,1.52,1.98
0.65,14.63,0.67
0.26,1.08,1.25
0.33,6.71,0.84
0.7,7.15,1.61
0.32,7.87,1.36
0.17,4.22,1.71
0.48,7.1,0.71
0.52,9.24,0.78
0.06,8.38,1.74
0.56,11.4,0.54
0.47,7.19,1.03
0.24,9.89,1.51
0.44,9.03,0.55
0.19,8.67,1.68
0.51,10.39,0.93
0.28,3.61,1.31
0.35,3.85,0.86
0.13,8.98,1.77
0.49,3.4,1.41
0.5,6.21,1.06
0.42,5.54,1.29
0.24,0.48,1.31
0.53,8.09,0.72
0.16,7.04,1.36
0.19,6,1.72
0.44,7.58,0.72
0.57,10.67,0.87
0.52,9.58,0.95
0.6,12.82,0.98
0.39,3.33,1.37
0.33,3.18,1.28
0.33,2.62,1.62
0.35,7.91,1.54
0.32,8.79,2.01
