"HC","CO","NOX"
0.61,13.66,1.14
0.24,2.77,1.15
0.33,8,0.79
0.3,4.03,1.6
0.53,8.15,0.58
0.37,7.61,1.3
0.39,8.07,0.84
0.33,3.2,1.11
0.46,4.88,1.38
0.2,9.72,2.17
0.45,7.39,0.62
0.38,8.14,0.22
0.49,7.07,1.28
0.29,4.03,1.47
0.05,9.33,0.85
0.48,9.59,1.08
0.65,14.29,0.54
0.34,3.94,1.15
0.35,2.92,1.55
0.26,2.73,1.39
0.25,2.82,1.29
0.26,1.71,1.81
0.5,7.23,0.92
0.19,2.59,0.82
0.51,11.64,1.03
0.36,4.88,1.19
0.34,5.14,1.41
0.44,10.13,0.57
0.46,8.52,0.61
0.18,0.31,1.79
0.43,3.45,1.03
0.47,7.19,1.01
0.35,4.72,1.22
0.46,9.11,0.69
0.55,11.5,0.77
0.53,9.75,0.72
0.27,3.08,1.15
0.31,3.94,1.06
0.93,20.76,0.42
0.17,8.6,0.89
0.51,12.25,1.4
0.43,2.76,1.72
0.42,1.57,1.47
0.32,3.28,1.5
0.61,9.83,1.01
0.6,11.4,0.86
0.49,9.23,0.94
0.47,6.09,1.94
0.2,2.92,0.94
0.45,7.93,0.8
0.58,12.46,0.35
0.24,5.73,1.06
0.3,7.95,2
0.36,3.01,1.41
0.49,9.96,0.84
0.66,13.44,1.05
0.17,0.76,1.84
0.31,2.42,1.79
0.55,9.13,0.93
0.58,9.42,0.3
0.17,6.86,1.99
0.45,8.53,0.94
0.66,13.65,0.63
0.33,4.55,0.89
0.44,8.9,1.1
0.49,9.9,0.16
0.56,9.54,1.56
0.28,5.92,1.4
0.29,1.76,1.25
0.38,7.9,1.74
0.36,3.73,1.56
0.2,0.91,1.58
0.25,4.95,1.02
0.44,6.95,0.99
0.71,14.3,0.76
0.14,1.45,1.35
0.16,12.59,1.36
0.58,8.54,1.46
0.1,6.44,1.66
0.35,2.79,1.69
0.57,12.41,0.41
0.51,4.96,1.4
0.31,4.21,0.94
0.54,5.17,1.48
0.38,7.22,0.88
0.56,10.72,0.54
0.22,1.01,0.91
0.63,13.32,0.8
0.46,11.74,1.64
0.53,12.11,0.87
0.44,4.06,0.58
0.3,4.48,1.56
0.32,5.09,1.24
0.24,2.34,2.35
0.13,0.56,1.31
0.54,6.69,0.33
0.17,2.44,1.11
0.25,0.77,1.15
0.31,4.33,1.8
0.25,2.15,1.79
