"HC","CO","NOX"
0.57,11.01,1.05
0.61,11.39,0.86
0.02,6.48,1.52
0.42,9.81,0.84
0.27,0.91,1.25
0.55,12.78,0.82
0.59,8.93,1.17
0.44,10.23,0.92
0.68,10.85,1.34
0.64,13.41,1.01
0.18,7.86,1.34
0.79,16.71,0.3
0.48,5.3,1.05
0.57,8.22,1.17
0.43,9.03,1.19
0.5,7.99,0.94
0.4,4.91,1.26
0.38,3.67,1.33
0.49,6.74,1.7
0.46,7.68,1.3
0.53,7.17,1.22
0.67,15.14,0.59
0.21,2.95,1.14
0.37,4.2,1
0.38,5.5,1.28
0.44,7.47,1.29
0.33,2.75,1.33
0.47,8.94,1.4
0.65,14.14,1.16
0.13,8.9,1.59
0.31,6.69,1.92
0.33,5.01,1.64
0.44,6.93,0.67
0.55,11.23,1.9
0.37,4.72,1.71
0.33,2.94,1.51
0.5,11.28,0.54
0.29,6.58,0.76
0.47,4.47,1.26
0.23,0.3,1.8
0.18,9.71,1.27
0.42,6.27,0.88
0.62,13.54,1.01
0.36,9.18,0.55
0.32,3.69,1.68
0.47,9.7,0.5
0.17,7.91,1.37
0.53,12.57,1.08
0.56,10.16,1.32
0.45,8.32,0.72
0.45,10.75,0.77
0.45,9.2,0.03
0.72,14.03,0.59
0.45,8.59,1.95
0.45,4.59,1.25
0.75,15.95,0.5
0.3,3.72,1.08
0.34,7.06,1.09
0.34,8.12,1.37
0.54,8.01,0.3
0.31,1.28,1.25
0.51,9.39,0.9
0.39,3.52,1.82
0.37,10.81,0.68
0.34,2.39,2.12
0.09,6.39,2.05
0.77,16.51,0.49
0.14,4.31,0.44
0.38,5.75,1.04
0.39,6.88,1.12
0.35,6.01,1.42
0.26,4.21,0.88
0.25,6.61,1.76
0.33,3.76,1.27
0.34,4.87,1.5
0.54,12.75,1.14
0.71,9.96,0.12
0.44,11.18,0.63
0.58,14.24,0.74
0.2,0.1,1.34
0.33,7.89,0.7
0.4,9.56,0.8
0.67,15.36,0.24
0.12,11.06,0.74
0.46,5.12,1
0.4,5.44,1.64
0.62,14.32,0.14
0.69,11.85,0.35
0.54,7.9,1.39
0.22,5.41,1.26
0.18,0.34,1.07
0.42,5.13,1.85
0.61,12.88,0.48
0.26,0.91,1.83
0.38,7.2,0.77
0.4,6.61,0.78
0.37,4.01,1.58
0.67,16.4,1.22
0.61,12.65,0.56
0.14,9.06,2.24
