"HC","CO","NOX"
0.34,4.19,1.04
0.42,6.61,1.98
0.41,3.33,0.73
0.37,6.57,1.45
0.27,4.36,1.29
0.59,13.73,0.83
0.01,3.9,1.86
0.06,7.13,1.63
0.44,9.61,0.94
0.32,2.87,1.47
0.3,3.22,0.97
0.25,0.92,1.32
0.28,5.8,0.46
0.69,12.36,1.07
0.27,0.85,1.3
0.41,6.64,1.66
0.41,4.98,1.89
0.26,4.95,0.99
0.44,3.81,1.07
0.49,4.79,1.81
0.54,13.05,0.8
0.55,9.79,0.97
0.63,10.18,0.93
0.18,1.83,0.94
0.45,11.37,1.01
0.37,7.09,1.01
0.14,6.82,2.31
0.51,10.55,0.77
0.59,10.09,1.3
0.18,7.86,1.1
0.55,12.02,0.72
0.69,15.63,0.4
0.2,9.37,1.37
0.31,4.96,0.65
0.42,6.67,0.89
0.11,1.1,0.96
0.44,7.55,1.22
0.59,13.38,0.52
0.49,7.04,1.26
0.66,9.81,0.89
0.36,4.76,0.81
0.26,7.92,1.34
0.36,8.41,0.96
0.3,4.06,1.1
0.42,8.44,0.7
0.1,6.75,1.1
0.14,6.89,1.99
0.46,6.64,0.28
0.49,9.53,0.66
0.46,6.15,1.64
0.23,2.48,0.47
0.53,4.73,0.95
0.33,4.97,0.85
0.58,9.18,0.69
0.03,6.81,1.16
0.26,0.81,1.7
0.27,3.02,1.04
0.01,5.31,2.05
0.09,9.01,1.58
0.65,16.98,1.43
0.53,9.48,0.91
0.47,7.2,0.45
0.45,12.21,1.05
0.58,6.82,1.6
0.53,8.5,1.06
0.33,7.74,1.47
0.32,3.33,1.55
0.36,2.31,1.2
0.43,4.86,1.34
0.36,3.13,1.6
0.42,6.98,0.74
0.48,8.98,0.91
0.17,2.64,0.98
0.46,4.81,0.78
0.4,3.33,1.24
0.55,13.43,0.64
0.42,7.84,1.58
0.21,7.03,1.69
0.3,5.96,0.6
0.38,5.27,1.23
0.44,5.03,0.92
0.68,13.77,0.48
0.46,6.47,1.22
0.52,6.75,0.87
0.33,5.84,1.08
0.16,0.64,1.23
0.38,8.17,0.7
0.27,2.21,1.58
0.32,2.4,1.01
0.48,7.89,1.27
0.49,7.11,0.78
0.52,10.07,0.15
0.29,3.84,1.44
0.25,3.43,1.31
0.47,6.61,1.55
0.47,9.61,0.61
0.35,6.57,1.02
0.72,15.46,0.12
0.45,11.54,0.52
0.47,7.06,1.15
