"HC","CO","NOX"
0.38,9.79,0.56
0.44,6.27,1.54
0.52,10.44,0.45
0.48,10.3,0.58
0.39,3.16,1.57
0.53,8.86,1.24
0.52,6.9,1.66
0.26,6.08,1.71
0.39,3.2,1.09
0.22,1.92,1.84
0.16,4.93,0.85
0.42,1.49,1.71
0.36,4.43,1.01
0.45,6.26,1.12
0.49,8.44,0.58
0.36,1.4,1.69
0.41,7.78,1.31
0.46,7.26,1.09
0.31,2.67,0.77
0.57,12.16,0.12
0.34,3.54,0.63
0.42,8.5,1.14
0.58,13.39,1
0.39,4.34,0.95
0.4,7.72,0.25
0.12,7.05,1.83
0.09,6.85,2.02
0.7,16.04,0.38
0.5,5.46,1.52
0.52,11.87,0.4
0.67,14.25,0.09
0.27,4.15,1.11
0.18,0.39,1.36
0.27,2.11,1.51
0.37,10.01,1.03
0.34,1.68,1.72
0.34,4.94,0.59
0.67,14.66,0.55
0.24,1.78,1.39
0.16,10.29,1.68
0.35,2.31,1.75
0.23,7.68,1.07
0.53,8.4,1.65
0.18,1.92,1.33
0.35,3.55,1.29
0.43,10.72,1.05
0.29,1.32,1.31
0.25,1.16,1.28
0.28,1.22,1.35
0.38,5.64,1.12
0.53,10.09,0.84
0.55,8.86,0.7
0.57,10,1.47
0.41,5.14,1.02
0.57,11.78,0.74
0.39,5.79,1.14
0.46,8.51,1.42
0.22,0.22,1.71
0.23,1.1,1.85
0.13,7.1,2.03
0.26,0.66,1.48
0.4,4.55,1.24
0.78,15.06,0.9
0.38,2.72,0.74
0.52,13.53,0.39
0.65,13.77,0.65
0.31,1.78,1.46
0.46,13.11,0.79
0.42,5.46,0.63
0.4,6,1.3
0.45,8,0.43
0.18,2.61,1.08
0.59,9.08,1.04
0.28,0.2,1.65
0.5,7.68,0.92
0.69,7.65,2.05
0.58,11.26,0.56
0.08,9.17,2.17
0.55,9.11,0.66
0.35,6.77,0.31
0.44,4.22,1.53
0.55,8.88,0.62
0.62,14.29,1.23
0.26,2.4,1.95
0.75,13.03,0.41
0.32,5.46,0.6
0.81,16.43,0.61
0.62,7.79,0.92
0.52,10.9,0.93
0.57,8.72,2.12
0.4,2.5,1.01
0.02,8.58,1.82
0.57,10.3,0.98
0.47,6.15,0.78
0.42,4.72,0.92
0.35,5.18,1.18
0.43,5.85,1.11
0.01,6.07,2.35
0.38,3.49,1.21
0.72,12.89,0.93
