"year","faculty","sex","survive","total"
1938,"M","M",14,27
1939,"M","M",13,17
1940,"M","M",12,17
1941,"M","M",8,13
1942,"M","M",37,62
1943,"M","M",13,20
1944,"M","M",21,33
1945,"M","M",9,15
1946,"M","M",27,40
1947,"M","M",28,38
1938,"A","M",15,26
1939,"A","M",15,26
1940,"A","M",15,28
1941,"A","M",8,17
1942,"A","M",9,16
1943,"A","M",6,13
1944,"A","M",8,11
1945,"A","M",6,8
1946,"A","M",0,0
1947,"A","M",16,20
1938,"S","M",11,18
1939,"S","M",10,15
1940,"S","M",17,21
1941,"S","M",13,15
1942,"S","M",22,25
1943,"S","M",11,18
1944,"S","M",26,32
1945,"S","M",27,39
1946,"S","M",1,2
1947,"S","M",19,27
1938,"E","M",13,18
1939,"E","M",8,11
1940,"E","M",12,16
1941,"E","M",9,9
1942,"E","M",4,6
1943,"E","M",4,4
1944,"E","M",22,26
1945,"E","M",14,24
1946,"E","M",0,0
1947,"E","M",24,32
1938,"A","F",15,19
1939,"A","F",17,20
1940,"A","F",13,18
1941,"A","F",15,22
1942,"A","F",3,4
1943,"A","F",9,15
1944,"A","F",19,22
1945,"A","F",23,29
1946,"A","F",1,1
1947,"A","F",9,10
1938,"S","F",1,1
1939,"S","F",2,2
1940,"S","F",7,9
1941,"S","F",2,2
1942,"S","F",4,4
1943,"S","F",7,9
1944,"S","F",2,2
1945,"S","F",7,7
1946,"S","F",1,2
1947,"S","F",6,7
