"HC","CO","NOX"
0.26,0.99,1.33
0.41,7.33,0.88
0.45,8.41,0.78
0.27,1.4,1.31
0.53,11.2,0.32
0.26,5.97,1.16
0.76,14.37,0.85
0.36,6.56,1.01
0.3,0.91,1.61
0.28,1.95,1.39
0.44,7.25,0.93
0.63,11.04,1.02
0.01,5.76,1.98
0.43,8.54,0.46
0.68,14.53,0.52
0.31,3.13,1.11
0.45,5.89,1.84
0.46,9.87,1.32
0.17,10.7,1.69
0.37,1.99,1.94
0.43,4.79,0.97
0.66,17.48,2.12
0.21,5.4,1.43
0.26,6.45,1
0.39,5.72,1.4
0.23,6.7,1.76
0.51,11.55,0.08
0.29,1.31,1.41
0.35,2.65,1.24
0.52,9.16,1.02
0.2,12.64,1.4
0.34,5.87,0.13
0.47,9.45,0.95
0.64,13.49,0.61
0.31,3.54,1.31
0.81,15.94,0.71
0.28,1.13,0.74
0.52,7.73,0.88
0.59,17.21,0.33
0.53,7.89,0.05
0.35,4.66,1.11
0.26,1.67,1.14
0.33,3.83,1.2
0.34,6.22,1.05
0.46,6.53,0.99
0.36,8.46,0.51
0.38,3.95,1.22
0.51,7.83,0.71
0.38,7.38,0.73
0.28,2.27,1.55
0.58,16.05,0.8
0.45,7.61,1.29
0.51,9.76,0.42
0.4,1.92,1.25
0.93,23.35,0.28
0.37,6.58,1.34
0.41,12.57,0.28
0.44,5.26,1.34
0.52,10.43,0.75
0.29,6.37,0.79
0.28,4.5,0.91
0.61,14.03,0.2
0.59,5.87,0.93
0.35,2.18,1.21
0.72,16.74,0.38
0.57,8.83,1.42
0.14,7.05,2.04
0.24,1.55,1.33
0.4,3.18,1.06
0.12,10.57,2.54
0.27,8.54,1.86
0.24,1.76,1.34
0.59,12.39,1.24
0.35,7.25,0.78
0.49,6.79,0.36
0.35,8.51,0.48
0.24,8.42,1.69
0.45,9.15,0.62
0.39,2.4,1.22
0.41,8.67,1.38
0.24,2.32,1.31
0.23,8.78,0.28
0.47,9.31,1.31
0.72,16.22,0.57
0.42,6.92,0.71
0.4,3.03,1.13
0.14,0.24,1.81
0.78,15.76,0.7
0.11,10.8,2.03
0.11,4.76,1.5
0.37,3.23,1.65
0.48,9.28,0.73
0.45,5.94,1.64
0.59,12.91,0.81
0.54,9.64,0.32
0.5,4.86,1.54
0.59,12.58,1.38
0.41,3.38,1.28
0.27,11.6,2.37
0.45,9.67,0.66
