"year","faculty","sex","survive","total"
1938,"M","M",16,27
1939,"M","M",21,32
1940,"M","M",16,21
1941,"M","M",10,20
1942,"M","M",37,50
1943,"M","M",13,20
1944,"M","M",22,33
1945,"M","M",10,13
1946,"M","M",24,42
1947,"M","M",21,31
1938,"A","M",23,36
1939,"A","M",10,21
1940,"A","M",17,23
1941,"A","M",8,15
1942,"A","M",9,11
1943,"A","M",11,17
1944,"A","M",4,7
1945,"A","M",10,12
1946,"A","M",0,0
1947,"A","M",9,24
1938,"S","M",10,12
1939,"S","M",11,16
1940,"S","M",23,29
1941,"S","M",4,10
1942,"S","M",25,33
1943,"S","M",11,15
1944,"S","M",24,30
1945,"S","M",26,31
1946,"S","M",9,10
1947,"S","M",22,27
1938,"E","M",12,18
1939,"E","M",7,8
1940,"E","M",8,14
1941,"E","M",3,4
1942,"E","M",4,6
1943,"E","M",1,1
1944,"E","M",26,30
1945,"E","M",22,25
1946,"E","M",0,0
1947,"E","M",28,37
1938,"A","F",14,20
1939,"A","F",16,16
1940,"A","F",12,15
1941,"A","F",24,29
1942,"A","F",5,10
1943,"A","F",11,14
1944,"A","F",13,16
1945,"A","F",14,16
1946,"A","F",2,2
1947,"A","F",10,12
1938,"S","F",1,1
1939,"S","F",5,6
1940,"S","F",8,8
1941,"S","F",6,9
1942,"S","F",1,1
1943,"S","F",7,8
1944,"S","F",6,6
1945,"S","F",14,19
1946,"S","F",1,1
1947,"S","F",8,8
