"year","faculty","sex","survive","total"
1938,"M","M",13,20
1939,"M","M",14,17
1940,"M","M",6,10
1941,"M","M",19,24
1942,"M","M",30,47
1943,"M","M",13,21
1944,"M","M",32,47
1945,"M","M",7,10
1946,"M","M",29,42
1947,"M","M",30,46
1938,"A","M",12,25
1939,"A","M",11,21
1940,"A","M",15,23
1941,"A","M",10,16
1942,"A","M",9,11
1943,"A","M",12,16
1944,"A","M",6,7
1945,"A","M",12,15
1946,"A","M",0,0
1947,"A","M",14,20
1938,"S","M",9,10
1939,"S","M",13,17
1940,"S","M",15,19
1941,"S","M",6,13
1942,"S","M",26,30
1943,"S","M",14,17
1944,"S","M",24,32
1945,"S","M",31,38
1946,"S","M",4,6
1947,"S","M",19,26
1938,"E","M",13,16
1939,"E","M",10,12
1940,"E","M",6,9
1941,"E","M",13,16
1942,"E","M",4,7
1943,"E","M",1,3
1944,"E","M",15,19
1945,"E","M",22,30
1946,"E","M",0,0
1947,"E","M",35,43
1938,"A","F",17,22
1939,"A","F",12,19
1940,"A","F",15,19
1941,"A","F",24,30
1942,"A","F",9,12
1943,"A","F",9,12
1944,"A","F",19,22
1945,"A","F",19,22
1946,"A","F",1,2
1947,"A","F",10,11
1938,"S","F",1,1
1939,"S","F",2,3
1940,"S","F",6,6
1941,"S","F",3,3
1942,"S","F",6,6
1943,"S","F",9,10
1944,"S","F",4,4
1945,"S","F",14,18
1946,"S","F",1,1
1947,"S","F",10,11
