"HC","CO","NOX"
0.46,10.8,0.91
0.56,12.84,0.59
0.57,12.21,1.17
0.42,8.86,0.9
0.12,9.88,1.8
0.4,4.77,1.15
0.24,7.17,2.47
0.46,7.1,0.72
0.59,11.13,0.18
0.46,7.75,1.23
0.26,7.58,0.92
0.41,6.21,1.22
0.52,7.43,1.32
0.81,16.01,1.2
0.29,0.25,1.58
0.14,5.17,1.66
0.72,13.47,0.21
0.43,4.62,0.85
0.64,11.67,1.03
0.51,6.24,1
0.41,5.21,1.22
0.4,3.09,1.04
0.36,3.43,0.93
0.49,10.39,0.82
0.28,2.36,1.57
0.42,2.59,1.6
0.38,6.05,0.84
0.46,6.13,1.12
0.33,5.74,1.24
0.34,5.37,1.1
0.47,6.27,1.57
0.06,6.88,1.65
0.19,5.72,1.26
0.21,5.99,1.78
0.56,11.68,0.81
0.28,3.71,0.99
0.72,13.53,0.61
0.39,3.33,1.58
0.35,9.2,0.73
0.2,11.89,1.34
0.33,7.89,0.75
0.31,4.25,1.14
0.72,10.41,0.83
0.02,10.19,1.22
0.61,10.69,0.69
0.58,12.49,0.01
0.14,1.26,1.74
0.58,13.12,0.24
0.39,4.18,1.39
0.42,8.24,1.31
0.54,8.65,1.18
0.31,5.28,0.77
0.7,10.73,0.62
0.11,10.1,2.09
0.4,3.75,1.72
0.46,11.99,0.2
0.02,9,2.06
0.37,4.71,0.9
0.44,4.89,0.58
0.53,12.01,0.62
0.43,6.69,0.95
0.4,7.66,1.09
0.4,4.56,1.61
0.27,7.36,1.75
0.28,0.41,0.7
0.29,6.23,0.96
0.28,3.21,1.21
0.6,15.88,0.14
0.55,10.38,1.06
0.49,8.55,1.01
0.7,11.07,1.44
0.59,10.6,0.49
0.48,11.08,0.67
0.26,4.86,1.25
0.5,9.58,1.03
0.14,7.83,1.74
0.28,2.01,1.37
0.24,8.24,1.45
0.41,5.03,0.87
0.59,9.24,0.72
0.52,10.17,0.41
0.57,14.22,1.61
0.32,1.64,1.31
0.34,5.28,1.16
0.53,11.77,0.34
0.52,5.55,0.93
0.25,2.33,1.23
0.37,8.17,0.16
0.35,4.01,0.97
0.06,6.35,1.87
0.23,11.47,1.17
0.24,0.53,1.37
0.16,8.03,1.29
0.36,8.07,0.96
0.37,6.28,0.7
0.19,7.88,1.74
0.54,11.15,0.81
0.23,0.66,0.91
0.4,3.71,1.16
0.53,9.83,0.47
