"HC","CO","NOX"
0.29,0.66,1.24
0.26,5.09,1.5
0.38,7.87,1.15
0.33,9.03,0.82
0.39,4.8,1.32
0.13,7.19,1.74
0.25,4.94,1.53
0.45,11.67,0.66
0.42,6.34,1.07
0.24,1.41,1.2
0.36,7.26,1.21
0.36,4.32,0.89
0.25,6.58,0.79
0.57,7.15,1.66
0.42,9.19,0.57
0.47,8.98,0.68
0.16,1.34,1.46
0.37,1.55,1.37
0.69,12.99,0.25
0.11,0.98,1.52
0.23,3.66,0.99
0.43,6.07,0.67
0.41,0.77,1.91
0.07,10.87,1.65
0.45,4.4,0.89
0.22,1.9,2.18
0.31,4.28,0.81
0.32,2.56,1.39
0.3,2.62,1.29
0.18,0.37,1.62
0.3,2.4,1.11
0.38,4.95,0.55
0.47,8.28,0.8
0.31,4.52,1.33
0.43,9.33,1.2
0.52,6.39,0.86
0.51,8.92,0.8
0.34,2.84,1.62
0.29,2.18,1.39
0.35,6.79,0.94
0.28,8.46,0.72
0.55,10.63,0.68
0.35,1.94,1.4
0.58,7.06,0.88
0.51,10.1,0.65
0.39,5.82,1.34
0.15,9.39,2.04
0.09,11.49,2.01
0.26,0.97,1.29
0.32,7.4,2.54
0.2,4.67,1.5
0.34,4.1,1.45
0.58,11.19,0.79
0.31,4.96,1.03
0.85,19.18,0.62
0.35,3.24,1.56
0.39,2.6,1.21
0.32,2.26,1.03
0.52,4.93,1.58
0.39,10.11,1.05
0.36,5.89,0.62
0.22,6.77,1.01
0.32,4.69,1.51
0.34,3.71,1.09
0.28,3.95,1.18
0.06,6.76,1.83
0.36,7.12,1.67
0.58,13.95,1.03
0.37,4.14,0.62
0.47,4.72,1.26
0.41,7.99,1
0.38,8.24,1.14
0.06,7.12,1.79
0.33,4.73,1.06
0.34,2.96,0.9
0.13,7.26,1.9
0.68,12.95,0.86
0.02,11.43,1.54
0.59,14.69,0.58
0.42,5.68,1.21
0.57,12.37,0.3
0.46,8.87,0.95
0.68,11.02,1.11
0.54,9.79,1.15
0.51,7.84,1.34
0.53,9.94,0.78
0.41,8.52,1.03
0.27,4.42,0.91
0.36,5.84,0.82
0.46,7.05,0.92
0.5,10.56,0.62
0.37,5.72,1.45
0.14,8.8,1.39
0.51,12.06,0.92
0.49,8.23,0.18
0.51,8.68,1.2
0.39,5.57,0.89
0.52,14.47,0.25
0.32,2.7,1.41
0.36,7.21,0.47
