"HC","CO","NOX"
0.38,6.23,1.31
0.21,2.09,1.11
0.46,5.84,0.99
0.32,4.92,1.56
0.41,4.15,1.26
0.52,13.16,0.67
0.48,6.96,1.42
0.28,2.32,1.54
0.38,8.17,1.25
0.72,19.9,0.11
0.39,8.58,1.33
0.21,0.93,1.52
0.27,5.84,1.43
0.26,2.86,1.54
0.28,2.2,1.76
0.26,0.83,1.54
0.2,7.25,1.14
0.26,3.11,1.05
0.72,12.14,0.4
0.45,3.05,0.7
0.69,14.69,0.72
0.4,10.99,0.44
0.29,7.22,0.87
0.17,6.61,1.8
0.6,12.35,0.79
0.35,6.11,1.42
0.46,7.3,0.6
0.56,11.45,0.98
0.5,7.06,0.76
0.29,7.32,1.33
0.61,15.78,0.03
0.45,11.49,0.9
0.64,12.48,0.71
0.47,9.79,1.07
0.68,14.56,1.13
0.47,5.65,1.12
0.43,5.39,1.14
0.42,6.96,1.66
0.39,10.01,1.16
0.49,12.35,1.03
0.32,3.55,0.97
0.58,12.19,1.15
0.87,20.97,0.05
0.83,17.77,0.2
0.53,7.88,1.26
0.19,7.68,1.92
0.52,10.97,0.87
0.4,2.48,1.73
0.22,2.29,1.57
0.55,11.77,0.67
0.36,6.95,1.54
0.6,9.98,1.28
0.49,6.43,0.69
0.38,6.92,1.09
0.19,2.48,1.12
0.2,0.11,0.41
0.64,14.27,1.04
0.44,6.41,1.41
0.19,7.2,1.66
0.17,8.87,1.48
0.28,3.52,0.63
0.41,6.67,0.87
0.24,7.29,1.85
0.5,12.24,0.73
0.37,6.03,0.91
0.38,4.52,1.3
0.27,3.14,1.48
0.56,9.35,1.07
0.35,3.52,1.43
0.15,0.32,1.45
0.22,3.9,1.53
0.57,8.84,1.05
0.41,7.12,1.49
0.76,21,0.09
0.31,4.17,1.47
0.37,5.11,0.3
0.2,0.16,1.73
0.21,3.14,1.17
0.75,11.24,0.45
0.46,7.91,0.86
0.25,7.24,1.04
0.24,5.57,1.29
0.03,9.18,1.96
0.39,8.88,0.66
0.19,8.8,1.66
0.48,10.86,0.08
0.67,13.63,1.39
0.34,7.78,1.09
0.42,8.63,1.13
0.31,6.7,0.72
0.38,1.9,1.59
0.82,15.38,0.87
0.42,2.7,1.5
0.55,6.71,2.04
0.39,5.11,1.59
0.23,4.44,1.03
0.69,16.35,0.68
0.53,7.48,1.33
0.44,7.24,0.91
0.16,10.16,1.43
