"HC","CO","NOX"
0.52,13.11,0.42
0.21,9.1,1.7
0.44,6.95,0.84
0.36,9.22,1.68
0.35,5.09,1.29
0.31,3.7,0.76
0.17,6.69,1.46
0.47,12.53,0.64
0.47,4.88,1.66
0.33,8.99,0.46
0.54,8.56,1.73
0.32,3.26,1.09
0.51,7.78,0.98
0.47,7.11,1.13
0.28,1.42,2.01
0.4,7.81,1.19
0.47,5.36,0.66
0.33,3.45,0.96
0.22,6.38,1.43
0.21,8.29,1.63
0.38,6.37,1.32
0.44,3.26,1.63
0.5,8.39,3.04
0.15,5.21,1.11
0.22,6.12,1.57
0.36,3.12,1.03
0.39,1.52,1.25
0.43,4.19,1.12
0.7,15.76,0.05
0.56,9.77,0.95
0.38,7.98,0.57
0.33,5.63,0.75
0.51,13.35,1.07
0.49,10.08,1.44
0.38,2.64,1.32
0.35,4.68,1.1
0.7,16.45,0.61
0.24,1.78,1.13
0.38,5.32,0.86
0.35,8.37,0.75
0.54,9.88,1.19
0.45,5.15,1.49
0.46,7.02,0.59
0.37,3.22,1.63
0.67,14.74,1
0.25,4.97,0.78
0.3,6.17,1.07
0.77,17.77,0.25
0.47,6.85,1.12
0.3,2.01,0.98
0.44,5.35,1.2
0.33,4.07,1.66
0.34,5.05,0.7
0.33,2.06,1.14
0.62,13.56,1.29
0.41,4.16,1.56
0.42,5.63,0.94
0.47,6.3,1.62
0.31,2.61,1.22
0.32,2.75,1.68
0.43,9.07,0.67
0.37,5.07,0.87
0.46,10.95,0.57
0.67,11.38,0.94
0.37,7.34,1.1
0.5,7.77,0.06
0.44,3.09,1.15
0.61,13.95,0.46
0.59,13.13,1.15
0.65,14.42,0.77
0.38,5.53,1.19
0.34,5.22,1.74
0.41,6.52,0.39
0.23,2.61,1.1
0.58,11.7,0.48
0.19,3.23,1.11
0.53,12.51,0.71
0.38,7.73,0.96
0.71,13.71,0.5
0.38,3.24,1.23
0.06,7.59,1.56
0.58,8.64,0.41
0.47,6.1,1.29
0.33,12.08,1.71
0.31,2.76,1.38
0.49,4.67,0.87
0.36,9.8,0.39
0.61,12.25,1.3
0.32,3.11,0.84
0.4,6.5,1.03
0.42,6.29,0.97
0.2,7.96,1.61
0.67,15.23,0.86
0.48,8.73,0.72
0.12,8.76,1.83
0.64,16.54,1.2
0.27,3.15,1.14
0.41,8.59,0.79
0.31,5.23,0.91
0.12,7.52,0.73
