"HC","CO","NOX"
0.27,1.65,1.37
0.54,7.8,1.33
0.22,1.51,1.19
0.32,3.04,1.91
0.61,13.67,0.74
0.31,3.51,1.75
0.47,8.99,0.96
0.05,8.25,1.03
0.43,4.34,1.5
0.33,4.84,1.12
0.66,13.43,0.27
0.27,1.91,1.36
0.38,4.56,1.11
0.64,14.35,0.42
0.52,12.24,0.05
0.57,14.69,0.01
0.46,6.79,1.42
0.48,6.54,1.65
0.53,9.54,0.54
0.44,3.12,2.38
0.35,5.33,1.01
0.24,2.68,1.55
0.29,2.11,1.26
0.7,13.53,1.45
0.39,7.3,2
0.35,6.7,0.97
0.54,9.33,0.99
0.18,0.34,1.82
0.54,9.95,1.11
0.54,12.03,0.53
0.65,14.69,0.09
0.46,12.9,0.38
0.36,7.03,1.75
0.57,11.15,0.95
0.39,6.98,1.81
0.63,12.46,1.52
0.44,7,0.74
0.14,0.66,1.57
0.34,1.38,1.41
0.44,8.65,0.75
0.43,7.66,0.93
0.4,4.51,0.83
0.68,11.7,0.57
0.28,3.26,1.39
0.7,15.44,0.36
0.46,4.73,1.57
0.36,0.03,1.43
0.18,9.9,0.77
0.47,8.68,0.98
0.34,3.4,1.86
0.24,2.14,1.76
0.36,3.54,1.13
0.58,11.92,0.35
0.26,8.82,0.91
0.36,5.25,0.9
0.74,10.52,1.1
0.27,1.76,1.48
0.42,4.7,0.7
0.46,6.68,1.33
0.3,3.89,1.33
0.54,10.39,0.67
0.66,15.68,0.44
0.45,9.44,0.82
0.49,6.81,1.26
0.06,1.54,1.04
0.7,14.31,1.43
0.18,0.35,0.98
0.38,1.68,0.92
0.46,4.55,1.66
0.21,9.62,1.55
0.65,9.41,1.24
0.29,3.6,1.12
0.22,1.26,1.06
0.25,2.12,1.41
0.32,9.39,1
0.55,10.56,0.91
0.3,5.23,1.25
0.41,5.95,1.53
0.23,4.84,1.48
0.21,3.34,0.77
0.43,4.41,1.5
0.32,2.41,1.23
0.47,5.83,1.47
0.66,15.26,0.37
0.47,11.8,0.41
0.79,16.79,0.03
0.36,6.29,1.1
0.38,10.26,0.24
0.54,6.8,1.61
0.41,6.45,1.32
0.26,3.79,1.45
0.41,3.65,0.86
0.39,3.16,1.3
0.25,5.13,0.88
0.54,10.86,0.54
0.18,6.65,1.93
0.27,2.99,1.19
0.05,7.83,1.97
0.4,6.55,0.65
0.57,13.14,0.36
