"HC","CO","NOX"
0.59,11.05,0.93
0.33,9.4,1.14
0.5,4.29,1.71
0.28,10.93,2.06
0.38,4.57,0.93
0.55,12.79,0.3
0.32,4.89,1.53
0.15,11.51,1.97
0.26,3.8,0.92
0.53,11.1,1.14
0.48,11.19,0.53
0.39,7.3,1.71
0.22,3.6,1.54
0.14,8.99,1.32
0.52,12.34,0.83
0.23,2.7,1.47
0.31,1.95,1.3
0.2,2.17,1
0.35,4.3,1.14
0.57,13.56,0.16
0.78,16.09,1.32
0.86,18.21,0.51
0.28,2.76,1.69
0.28,1.05,1.79
0.41,3.46,1.74
0.43,10.01,0.13
0.53,11.86,0.4
0.45,9.04,0.95
0.39,5.52,1.51
0.42,6.87,0.53
0.55,10.31,1.18
0.32,2.3,1.87
0.34,5.36,1.05
0.53,11.59,0.87
0.25,1,1.45
0.68,10.64,0.94
0.55,11.12,0.43
0.21,6.47,1.1
0.58,13.37,0.47
0.12,8.38,1.91
0.62,13.3,0.28
0.54,8.31,1.03
0.37,8.17,1.49
0.52,11.26,0.61
0.62,14.36,0.33
0.31,9.16,0.17
0.67,13.92,0.41
0.42,6.97,1.45
0.43,6.48,1.66
0.57,9.93,1
0.31,4.15,1.54
0.66,14.91,0.26
0.5,8.69,0.65
0.56,9.06,1.1
0.55,10.02,0.76
0.43,6.39,0.63
0.74,19.78,0.42
0.6,14.1,0.26
0.42,5.16,1.16
0.44,7.64,0.96
0.32,3.28,1.28
0.27,2.7,0.61
0.69,13,1.05
0.56,10.76,0.25
0.13,7.46,2.1
0.36,8.95,0.84
0.43,5.94,1.58
0.31,1.38,0.84
0.62,14.19,1.49
0.31,1.35,1.22
0.49,11.49,0.82
0.51,12,0.66
0.51,8.46,1.1
0.33,2.49,1.47
0.46,7.64,1.02
0.4,9.75,1.13
0.36,5.75,1.98
0.53,9.76,0.94
0.51,13.55,0.84
0.27,0.37,1.15
0.27,2.39,0.46
0.57,13.83,0.74
0.45,7.57,1.05
0.43,8.46,1.03
0.21,8.56,1.72
0.47,7.06,1.41
0.42,7.51,0.77
0.42,8.09,0.53
0.38,4.14,2.13
0.93,20.32,1.68
0.54,13.7,0.46
0.26,0.43,1.54
0.42,7.65,1.03
0.48,5.35,0.84
0.32,0.85,1.7
0.45,8,0.92
0.32,3.65,1.15
0.28,3.4,1.17
0.32,0.38,1.68
0.73,13.82,0.73
