"HC","CO","NOX"
0.41,9.79,0.58
0.42,6.34,1.25
0.39,8.15,1.25
0.41,3.76,1.73
0.31,5.37,0.57
0.28,0.23,1.44
0.52,7.65,0.82
0.46,9.8,0.35
0.25,2.24,1.05
0.59,14.6,0.74
0.31,8.81,0.47
0.06,9.51,2
0.46,4.59,1.34
0.44,10.8,1.07
0.54,6.89,1.24
0.39,3.65,1.13
0.84,20.63,0.53
0.53,7.06,0.57
0.49,9.98,1.02
0.31,1.45,1.97
0.25,0.28,1.28
0.4,5.94,0.83
0.38,5.57,1.14
0.3,5.62,0.96
0.12,0.61,1.76
0.08,7.73,1.53
0.49,11.9,0.16
0.52,10.14,0.42
0.46,6.98,0.85
0.45,6.25,1.15
0.41,7.83,0.91
0.71,10.09,1.12
0.56,11.51,1.23
0.28,8.43,1.34
0.35,4.92,1.69
0.33,3.78,0.71
0.22,2.82,1.39
0.78,17.57,0.78
0.59,12.94,1.31
0.74,12.26,1.33
0.52,10.28,1.21
0.41,3.45,1.09
0.26,4.25,1.23
0.26,2.2,1.85
0.35,3.41,0.98
0.41,5.62,0.75
0.59,10.74,1.16
0.38,8.23,1.12
0.56,11.3,0.9
0.25,0.4,1.27
0.18,5.76,1.92
0.43,6.13,1.34
0.64,13.51,0.99
0.34,10.47,0.87
0.09,6.62,1.75
0.14,10.67,2.22
0.35,5.28,1.19
0.33,5.32,1.55
0.43,11.06,0.52
0.24,2.75,1.12
0.21,0.08,0.96
0.34,5.01,1.18
0.33,4.26,1.12
0.5,4.32,1.28
0.33,2.83,1.58
0.13,11.39,1.17
0.42,5.86,0.81
0.62,9.87,0.78
0.39,5.46,0.99
0.35,8.23,1.35
0.26,3.38,1.46
0.49,9.48,0.34
0.69,17.8,0.85
0.36,1.54,1.41
0.36,4.13,0.85
0.43,5.07,0.85
0.34,7.18,1.21
0.41,5.01,1.54
0.74,12.21,0.82
0.61,13.21,0.34
0.62,9.76,0.98
0.41,7.76,1.33
0.54,12.03,0.47
0.35,1.22,1.46
0.51,7.52,1.32
0.32,7.92,1.67
0.08,6.45,2.22
0.32,2.67,1.32
0.09,6.46,1.82
0.42,8.48,1.28
0.49,5.95,1
0.7,14.91,1.86
0.32,1.86,2.02
0.39,3.93,1.27
0.44,10.35,1.52
0.36,4.43,1.34
0.65,15.95,0.58
0.54,9.65,1.52
0.51,9.87,1.63
0.36,5.37,1.48
