"HC","CO","NOX"
0.51,8.32,1.04
0.58,12.31,0.2
0.59,8.83,0.55
0.01,8.67,1.78
0.4,6.33,1.44
0.68,17.94,0.58
0.42,3.7,1.08
0.03,10.47,1.18
0.32,5.2,0.83
0.31,4.16,0.49
0.28,7.31,1.15
0.08,5.86,1.71
0.64,13.13,0.17
0.48,5.56,1.03
0.4,4.48,1.49
0.56,12.16,0.79
0.72,17.19,0.11
0.65,13.4,0.21
0.32,5.36,1.68
0.47,13.29,0.2
0.19,9.34,1.48
0.32,0.54,1.54
0.35,5.64,1.2
0.42,7.08,0.93
0.74,17.96,0.23
0.32,2.69,0.97
0.48,9.11,0.38
0.42,4.46,1.4
0.57,9.56,0.61
0.36,5.14,0.86
0.7,10.71,0.57
0.38,3.85,1.09
0.51,5.71,1.13
0.44,10.98,0.94
0.56,11.4,0.49
0.24,1.31,1.88
0.36,6.26,1.17
0.18,7.68,1.66
0.52,10.5,0.5
0.31,1.45,1.56
0.53,7.63,0.74
0.37,1.55,1.05
0.39,8.05,0.69
0.32,2.5,1.5
0.45,10.16,1.09
0.2,2.54,1.65
0.56,12.2,1.01
0.59,12.3,0.52
0.32,1.64,1.58
0.37,1.68,1.01
0.26,1.79,0.74
0.47,8.31,1.39
0.45,9.22,0.44
0.35,8.13,0.68
0.75,17.26,0.07
0.25,5.81,1.15
0.22,3.16,0.97
0.09,9.91,1.99
0.7,15.1,0.41
0.26,2.85,0.53
0.62,10.64,0.49
0.38,1.92,1.58
0.24,7.26,2.12
0.63,14.63,0.7
0.08,4.8,1.04
0.46,9.48,0.77
0.61,14.16,0.43
0.41,4.87,0.95
0.55,11.34,0.44
0.56,9.84,1.51
0.43,7.07,0.52
0.5,6.8,1.03
0.49,7.5,1.78
0.71,15.58,0.94
0.51,10.96,0.48
0.13,7.97,2.17
0.19,9.47,1.58
0.35,4.35,1.49
0.46,5.63,0.82
0.4,7.97,0.98
0.46,9.61,0.51
0.48,8.08,1.48
0.37,2.23,1.24
0.23,3.33,0.92
0.53,9.96,0.5
0.62,11.19,0.76
0.24,0.35,1.26
0.26,3.57,1.11
0.34,5.74,1.18
0.56,10.83,0.56
0.56,11.78,0.87
0.55,10.69,1.1
0.21,3.7,1.5
0.37,8.99,0.85
0.37,4.75,0.71
0.59,13.58,0.52
0.79,15.5,0.7
0.41,8.48,0.76
0.33,4.68,0.45
0.73,16.61,0.33
