"HC","CO","NOX"
0.44,8.23,0.75
0.61,13.24,0.86
0.68,16.38,0.94
0.17,4.98,1.17
0.44,5.95,1.21
0.34,5.59,1.04
0.38,2.15,1.26
0.54,12.75,0.85
0.6,15.63,0.2
0.46,9.05,0.92
0.68,16.3,1.13
0.71,14.81,0.38
0.51,12.7,0.51
0.48,11.43,1.43
0.38,8.65,0.42
0.31,3.78,1.62
0.42,4.69,0.66
0.61,12,1.59
0.38,8.34,1.62
0.29,2.58,1.23
0.52,5.01,1.29
0.3,3.56,0.87
0.19,6.47,1.59
0.42,9.09,1.02
0.25,1.12,1.77
0.2,0.16,1.82
0.6,13.89,0.79
0.19,5.72,1.57
0.08,7.2,1.47
0.31,4.42,1.08
0.13,7.51,1.2
0.32,1.87,1.77
0.45,7.64,0.71
0.39,7.9,1.5
0.31,0.95,1.52
0.25,0.87,1
0.38,5.99,1.5
0.43,4.33,1.26
0.53,11.2,0.65
0.57,7.58,1.13
0.32,7.46,0.7
0.17,8.86,1.88
0.17,0.29,1.56
0.32,2.46,1.82
0.46,6.75,1.12
0.53,10.66,0.85
0.24,0.2,1.68
0.4,6.16,0.03
0.44,8.1,1.07
0.28,1.13,1.45
0.57,15.09,0.76
0.08,9.53,1.37
0.37,5.1,1.34
0.29,3.66,1.25
0.52,8.03,0.24
0.53,8.07,1.02
0.11,1.43,1.27
0.18,7.02,1.58
0.29,7.08,1.49
0.32,5.87,1.51
0.19,5.43,1.68
0.36,8.56,0.86
0.44,4.51,1.37
0.35,6.11,1.84
0.34,2.2,1.46
0.34,5.07,0.97
0.53,14.37,0.49
0.67,13.5,0.29
0.06,6.46,1.2
0.6,9.94,0.75
0.57,12.1,0.35
0.55,8.24,0.58
0.24,4.91,1.07
0.51,8.17,0.52
0.4,5.23,1.44
0.4,4.19,0.99
0.37,2.55,0.93
0.54,10.82,0.46
0.4,6.52,1.03
0.65,14.86,0.42
0.61,12.94,0.67
0.52,10.37,0.79
0.35,4.49,1.13
0.42,9.58,0.82
0.36,4.59,1.64
0.2,10.39,1.42
0.03,7.71,1.14
0.31,6.86,1.14
0.65,13.87,0.77
0.36,5.45,1.5
0.51,7.66,0.9
0.34,4.27,1.31
0.31,2.04,2.16
0.22,2.13,1.2
0.39,7.89,0.78
0.29,0.7,1.47
0.73,14.37,0.5
0.31,3.34,1.75
0.25,0.7,1.89
0.35,5.63,1.54
