"HC","CO","NOX"
0.25,2.25,0.9
0.45,4.61,1.05
0.48,4.67,1.34
0.35,6.38,1.27
0.49,12.73,0.05
0.35,1.39,1.69
0.41,6.3,1.56
0.35,4.82,1.04
0.71,13.2,0.07
0.13,1,1.49
0.34,5.59,1.04
0.54,8.29,0.78
0.28,5.08,1.75
0.45,5.33,1.02
0.29,2.43,1.24
0.25,3.99,1.32
0.33,3.31,1.4
0.44,9.07,0.92
0.44,5.89,2.02
0.3,0.53,1.54
0.66,15.81,0.03
0.41,5.22,0.98
0.4,3.81,2.02
0.37,3.25,1.05
0.38,7.72,0.42
0.51,9.55,0.91
0.11,0.58,0.89
0.39,6.91,1.4
0.49,8.42,1.16
0.43,6.43,1.2
0.68,12.77,0.85
0.6,11.72,0.3
0.4,10.21,0.79
0.43,7.55,1.38
0.19,7.21,1.75
0.45,7.6,1.24
0.28,1.51,1.37
0.38,1.69,2.03
0.44,9.52,0.51
0.58,13.75,0.58
0.32,6.06,0.93
0.63,13.87,0.44
0.5,9.27,1.13
0.58,9.77,0.75
0.48,7.41,0.98
0.54,5.75,1.46
0.4,3.98,1.58
0.55,14.12,0.2
0.36,8.54,0.25
0.43,3.74,0.33
0.56,11.39,0.67
0.25,2.23,1.3
0.55,12.96,0.67
0.34,7.12,1.14
0.31,3.04,1.5
0.61,12.24,0.12
0.53,10.65,0.49
0.5,12.45,0.27
0.34,1.46,1.81
0.75,18.1,0.11
0.67,15.46,0.32
0.33,2.04,0.9
0.49,3.71,0.7
0.48,6.2,1.5
0.72,16.13,0.56
0.31,1.19,2.04
0.23,0.52,1.47
0.42,6.39,1.1
0.45,6.18,0.68
0.35,6.94,1.67
0.41,4.75,1.73
0.57,13.59,0.73
0.51,8.13,0.78
0.4,5.64,0.97
0.59,10.46,0.94
0.47,9.91,1.36
0.29,2.32,0.95
0.63,13.06,1.1
0.18,9.96,2.24
0.51,15.7,1.94
0.25,2.27,1.35
0.42,5.12,1.04
0.32,6.7,0.92
0.57,9.5,1.19
0.49,6.89,1.18
0.35,5.68,0.72
0.3,4.09,1.64
0.4,5.84,1
0.67,13.87,0.32
0.3,3.76,0.63
0.59,13.48,1.02
0.52,9.47,1.49
0.23,3.74,1.1
0.14,8.08,1.05
0.46,7.38,1.13
0.55,9.33,0.86
0.28,6.59,0.76
0.31,6.98,0.74
0.15,0.88,0.88
0.43,7.95,0.96
