"HC","CO","NOX"
0.24,6.6,1.6
0.6,11.48,0.52
0.27,2.76,0.62
0.47,9.45,1.29
0.16,8.29,1.7
0.31,1.67,1.4
0.27,1.17,1.65
0.52,10.38,1.25
0.45,5.96,0.69
0.22,9.6,2.04
0.38,8,0.62
0.25,2.85,1.32
0.53,10.8,1.18
0.39,7.66,1.39
0.42,7.49,0.7
0.46,8.46,0.91
0.53,5,1.55
0.48,9.63,0.71
0.3,5.5,0.78
0.47,11.51,0.29
0.54,8.2,0.85
0.31,2.93,1.2
0.39,5.93,1.17
0.13,8.6,1.12
0.48,6.04,1.3
0.29,2.97,1.6
0.62,12.97,0.61
0.32,5.69,0.69
0.21,0.44,1.27
0.26,3.9,0.39
0.24,2.71,1.28
0.4,6.72,1
0.31,5.21,1.24
0.41,6.7,0.7
0.61,12.21,1.16
0.25,2.84,0.61
0.33,5.23,1.27
0.33,3.45,1.21
0.58,11.38,1
0.59,9.66,0.79
0.39,9.39,1.46
0.27,3.76,1.25
0.42,9.62,0.78
0.5,10.16,0.95
0.18,3.52,0.9
0.72,19.45,0.33
0.69,15,0.95
0.19,1.22,1.6
0.33,2.67,1.32
0.13,8.56,1.7
0.46,5.82,1.46
0.45,6.8,1.28
0.41,7.03,0.86
0.58,9.5,0.68
0.46,4.94,1.59
0.34,4.13,1.85
0.38,4.22,0.64
0.22,2.19,1.55
0.35,6.2,0.76
0.54,10.24,0.84
0.31,1.86,1.29
0.47,9.53,0.71
0.47,8.44,1.16
0.74,13.25,1.1
0.39,6.78,1.5
0.36,4.42,0.9
0.53,12.55,0.66
0.48,7.04,1.44
0.52,5.47,1.59
0.68,9.51,0.74
0.31,2.22,2.01
0.7,8.51,2.43
0.29,2.06,1.06
0.35,7.29,1.02
0.15,6.48,1.66
0.61,11.85,0.71
0.28,2.3,1.25
0.18,1.1,0.99
0.39,8.99,0.76
0.41,6.48,0.89
0.26,2.25,1.21
0.49,9.23,0.72
0.63,11.44,0.62
0.73,17.65,0.6
0.31,6.98,0.67
0.56,14.87,0.4
0.39,9.35,1.02
0.35,4.06,1.12
0.43,9.21,0.87
0.67,13.73,0.26
0.42,8.42,0.82
0.02,7.34,1.64
0.45,7.61,0.34
0.44,6.56,0.97
0.14,9.52,1.09
0.61,9.45,1.49
0.25,0.71,1.31
0.55,9.09,1.4
0.32,3.67,1.29
0.24,4.22,0.78
