"HC","CO","NOX"
0.56,12.61,0.94
0.14,0.53,1.24
0.46,4.74,1.54
0.43,4.6,0.78
0.83,15.62,0.7
0.38,4.26,1.2
0.66,13.33,0.79
0.8,14.77,0.47
0.36,6.72,1.5
0.37,4.48,1.64
0.44,3.39,1.61
0.4,6.67,1.3
0.39,6.51,1.02
0.2,0.99,1.28
0.56,4.57,0.9
0.31,6.37,1.27
0.42,11.85,0.56
0.74,14.98,0.05
0.63,12.9,0.33
0.66,15.8,0.57
0.4,9.15,0.83
0.44,9.86,0.47
0.4,6.08,1.11
0.58,14.99,0.5
0.38,7.7,0.8
0.7,14,0.53
0.69,15.24,1.07
0.11,9.43,2.01
0.27,2.23,1.55
0.38,7.43,0.84
0.55,11.32,0.32
0.45,5.88,1.95
0.24,3.33,1.05
0.3,6.59,0.57
0.62,15.59,0.49
0.43,1.96,1.55
0.87,18.53,1.87
0.33,3.31,0.83
0.69,14.98,0.91
0.18,1.67,0.98
0.49,10.67,0.84
0.5,6.46,1.34
0.2,9.66,2.1
0.31,3.5,1.92
0.3,4.48,0.2
0.65,9.62,0.91
0.11,8.77,0.89
0.6,14.27,0.18
0.34,3.12,1.98
0.25,2.49,1.44
0.28,8.78,0.73
0.41,5.82,1.68
0.25,6.93,1.79
0.16,2.32,1.14
0.46,10.21,1.06
0.39,6.07,1.65
0.67,9.03,1.26
0.39,5.63,1.38
0.71,11.73,1.32
0.53,12.59,1.16
0.37,5.13,1.15
0.19,8.36,1.8
0.52,8.83,0.84
0.15,7.9,2.12
0.31,2.13,1.58
0.34,3.53,1.55
0.64,14.95,0.6
0.49,4.36,1.59
0.54,8.87,1.89
0.33,4.75,1.39
0.49,8.68,1.17
0.09,9.1,1.71
0.47,7.15,0.57
0.4,6.41,0.72
0.63,14.19,0.85
0.27,3.37,1.19
0.37,4.35,1.02
0.26,4.42,0.71
0.49,7.41,0.75
0.8,20.82,0.08
0.64,13.95,0.39
0.37,0.1,1.17
0.01,8.42,1.89
0.53,7.4,1
0.31,4.16,1.4
0.45,6.36,1.03
0.3,8.05,2.05
0.34,4.29,1.1
0.33,4.65,1.09
0.18,5.53,1.69
0.46,7.21,0.72
0.6,9.67,0.53
0.55,9.71,0.88
0.7,7.94,0.68
0.3,4.15,1.18
0.5,11.24,0.78
0.04,5.94,1.47
0.31,3.02,1.02
0.35,0.26,1.62
0.39,5.23,1.51
