"HC","CO","NOX"
0.28,0.51,1.31
0.63,13.75,1.03
0.19,6.76,1.34
0.56,10.19,0.41
0.2,0.38,1.41
0.58,12.95,0.93
0.53,9.1,1.16
0.17,1.15,2.19
0.45,6.2,0.98
0.58,12.83,0.67
0.6,7.86,1.24
0.44,8.02,0.55
0.34,4.94,0.95
0.5,11.94,0.96
0.19,7.28,1.98
0.69,13.81,0.65
0.57,11.87,0.67
0.29,1.55,1.02
0.32,3.58,1.82
0.56,9.17,0.95
0.52,9.72,1.07
0.42,6.57,0.82
0.35,8.34,1
0.65,11.8,0.65
0.48,7.18,0.99
0.5,8.83,0.8
0.46,7.76,0.84
0.27,0.51,2.35
0.42,5.79,0.93
0.33,3.08,1.81
0.58,9.5,1.46
0.1,9.41,1.33
0.26,1.81,1.19
0.1,7.92,1.52
0.6,7.83,1.06
0.27,0.64,1.36
0.41,5.73,0.6
0.35,6.72,1.22
0.24,1.25,1.52
0.27,4.17,1.08
0.12,7.64,1.97
0.36,5.36,1.24
0.4,5.51,1.37
0.4,5.22,1.32
0.48,11.75,0.84
0.25,8.06,1.85
0.3,1.79,1.21
0.5,12.18,0.81
0.42,3.58,1.47
0.38,6.6,1.08
0.26,0.67,0.68
0.45,8.36,1.25
0.52,12.55,0.37
0.01,5.93,1.48
0.3,2.43,1.03
0.53,10.82,0.64
0.3,5.32,0.52
0.33,8.67,0.88
0.62,12.26,0.21
0.3,2.91,0.96
0.01,5.95,1.76
0.35,5.01,0.58
0.21,5.34,2.17
0.46,5.62,1.52
0.7,13.21,1.04
0.25,9.32,1.67
0.38,6.81,0.93
0.56,10.59,1.36
0.49,8.85,1
0.28,7.45,1.42
0.46,6.91,0.66
0.36,3.42,1.07
0.38,7.1,0.68
0.38,4.27,0.84
0.46,7.46,0.8
0.28,5.77,0.92
0.32,2.84,0.64
0.29,3.62,1.39
0.21,2.69,1.34
0.39,3.72,1.26
0.65,11.23,0.92
0.41,8.51,0.72
0.55,5.5,0.71
0.19,5.3,0.53
0.37,1.24,1.78
0.5,8.23,1.16
0.08,5.92,1.34
0.23,0.75,1.39
0.53,6.28,0.94
0.34,6.3,0.8
0.34,4.41,1.48
0.5,11.19,1
0.22,2.31,1.7
0.14,12.06,1.22
0.56,8.77,0.66
0.55,10.17,1.77
0.48,10.46,0.66
0.58,11.23,0.13
0.53,9.97,0.79
0.33,8.35,1.16
