"HC","CO","NOX"
0.64,9.28,0.84
0.45,11,1.17
0.49,8.83,1.02
0.66,10.96,1.01
0.33,2.49,2.05
0.62,11.72,0.89
0.49,7.63,1.4
0.25,3.59,1.25
0.5,7.96,0.55
0.37,5.89,1.08
0.51,12.97,0.05
0.13,8.27,1.36
0.29,5.49,0.7
0.25,3.14,1.32
0.1,8.8,1.32
0.81,17.76,0.45
0.28,3.04,1.42
0.47,6.74,1.05
0.44,2.62,1.31
0.57,12.13,0.81
0.95,23.6,1.18
0.36,3.49,1.17
0.31,2.14,1.74
0.15,0.53,1.41
0.62,11.67,0.98
0.38,4.75,1.61
0.45,7.62,1.1
0.17,0.43,1.43
0.26,1.74,1.8
0.29,6.74,0.64
0.53,11.44,0.44
0.78,17.53,0.41
0.22,1.08,1.09
0.24,3.94,1.29
0.4,7.73,0.22
0.43,5.32,0.9
0.53,8.2,0.9
0.65,13.66,0.32
0.3,1.09,1.45
0.74,18.04,0.88
0.27,1.41,1.71
0.43,3.18,1.18
0.59,8.09,0.7
0.29,4.29,1.34
0.7,14.83,0.87
0.43,6.05,1.12
0.3,6.55,1.26
0.41,6.52,1.46
0.23,3.36,1.61
0.23,3.45,1.91
0.06,8.81,2.3
0.3,4.71,0.76
0.71,15.23,0.61
0.38,8.44,0.59
0.63,11.9,1.23
0.55,5.75,1.71
0.46,6.54,1.08
0.4,8.3,1.03
0.34,7.05,0.76
0.3,4.06,1.2
0.61,11.29,0.51
0.37,2.69,0.98
0.04,11.26,1.72
0.59,12.65,0.62
0.55,8.11,1.38
0.64,11.3,0.39
0.45,8.52,1.2
0.21,11.02,1.67
0.26,2.93,1.11
0.5,12.35,0.34
0.52,12.91,0.32
0.47,8.62,1.6
0.42,6.79,1.11
0.44,7.4,1.31
0.25,4.74,0.84
0.5,7.41,1.39
0.42,8.29,0.84
0.62,11.16,0.2
0.35,10.59,1.48
0.34,6.15,1.02
0.43,8.53,0.27
0.31,8.02,1.34
0.26,1.97,1.75
0.51,8.55,0.36
0.33,9.72,1.48
0.7,12.63,1.01
0.28,6.34,0.73
0.5,3.27,1.28
0.48,5.72,1.96
0.48,7.99,0.68
0.35,4.59,0.72
0.14,0.79,1.17
0.46,11.35,0.6
0.5,5.52,1.08
0.36,5.86,0.87
0.44,5.31,0.32
0.4,7.27,0.74
0.58,9.73,1.35
0.06,9.85,2.14
0.45,7.83,1.11
