"HC","CO","NOX"
0.52,9.61,0.68
0.61,8.37,1.59
0.14,8.45,1.94
0.57,11.24,0.74
0.56,10.96,0.39
0.58,8.15,0.63
0.65,13.47,0.92
0.65,10.24,1.19
0.4,9.75,0.42
0.5,9.81,0.68
0.58,6.85,1.73
0.53,11.56,1.13
0.37,4.86,1.39
0.4,4.79,1.07
0.28,1.14,1.15
0.25,3.43,1.03
0.5,14.23,0.44
0.19,1.28,1.55
0.69,12.85,0.43
0.36,4.88,1.31
0.4,3.16,1.39
0.43,8.79,1.22
0.29,1.28,1.65
0.53,10.49,0.8
0.1,7.89,1.85
0.28,7.1,0.5
0.18,3.03,0.79
0.45,2.9,1.23
0.42,4.29,0.95
0.43,8.39,0.36
0.21,6.31,1.71
0.29,9.96,2.1
0.14,7.26,1.66
0.3,2.62,0.82
0.44,9.17,0.42
0.55,8.48,1.1
0.46,7.57,1
0.35,7.8,1.21
0.51,8.55,0.46
0.29,2.13,1.02
0.35,6.63,1.38
0.21,1.9,1.14
0.49,10.27,0.46
0.19,0.72,0.55
0.17,3.66,0.81
0.44,5.03,1.29
0.44,5.75,1.66
0.47,7.48,0.66
0.4,4.82,1.27
0.6,10.81,1.49
0.37,6.54,1.28
0.58,11.29,0.82
0.44,8.34,1.32
0.39,5.02,1.24
0.33,6.65,0.95
0.39,6.16,0.45
0.48,10.46,0.54
0.85,20.97,0.31
0.41,5.26,1
0.54,14.93,0.22
0.28,5.79,1.33
0.63,15.53,0.74
0.33,6.48,1.16
0.15,8.53,1.66
0.76,16.09,0.51
0.59,11.81,0.31
0.43,5.81,1.42
0.69,14.76,0.62
0.64,15.02,0.26
0.24,3.47,1.58
0.47,8,0.67
0.56,8.28,0.92
0.51,10.32,0.33
0.34,5.26,1.03
0.43,3.6,0.88
0.38,5.86,1.53
0.32,6.13,0.72
0.51,9.87,1
0.37,2.63,1.37
0.33,9.18,0.77
0.47,9.42,0.77
0.17,0.65,1.46
0.64,13.19,1
0.59,10.63,0.36
0.22,3.77,1.6
0.66,12.45,1.41
0.53,12.05,0.81
0.3,5.89,0.85
0.21,1.87,1.38
0.55,10.54,0.68
0.43,7,0.34
0.73,16,0.11
0.65,12.14,0.91
0.31,4.4,0.63
0.33,4.97,1.6
0.53,10.41,0.45
0.47,9.52,0.63
0.53,11.1,1.05
0.54,6.75,1.24
0.7,13.68,0.65
