"year","faculty","sex","survive","total"
1938,"M","M",15,21
1939,"M","M",13,19
1940,"M","M",12,19
1941,"M","M",15,18
1942,"M","M",30,52
1943,"M","M",12,20
1944,"M","M",22,31
1945,"M","M",6,11
1946,"M","M",26,40
1947,"M","M",22,33
1938,"A","M",17,24
1939,"A","M",13,23
1940,"A","M",15,23
1941,"A","M",11,19
1942,"A","M",7,12
1943,"A","M",11,22
1944,"A","M",8,14
1945,"A","M",6,11
1946,"A","M",0,0
1947,"A","M",17,27
1938,"S","M",14,19
1939,"S","M",7,15
1940,"S","M",15,21
1941,"S","M",14,16
1942,"S","M",28,37
1943,"S","M",13,20
1944,"S","M",24,30
1945,"S","M",29,39
1946,"S","M",3,5
1947,"S","M",27,33
1938,"E","M",9,11
1939,"E","M",9,11
1940,"E","M",10,16
1941,"E","M",5,7
1942,"E","M",8,10
1943,"E","M",1,1
1944,"E","M",17,23
1945,"E","M",23,30
1946,"E","M",0,0
1947,"E","M",27,39
1938,"A","F",13,22
1939,"A","F",11,16
1940,"A","F",14,18
1941,"A","F",14,16
1942,"A","F",6,8
1943,"A","F",10,13
1944,"A","F",23,26
1945,"A","F",16,19
1946,"A","F",2,2
1947,"A","F",14,14
1938,"S","F",2,2
1939,"S","F",2,3
1940,"S","F",4,6
1941,"S","F",3,4
1942,"S","F",2,2
1943,"S","F",10,11
1944,"S","F",3,5
1945,"S","F",12,14
1946,"S","F",1,1
1947,"S","F",7,8
