"year","faculty","sex","survive","total"
1938,"M","M",16,28
1939,"M","M",13,22
1940,"M","M",7,12
1941,"M","M",16,26
1942,"M","M",30,48
1943,"M","M",10,18
1944,"M","M",22,31
1945,"M","M",9,18
1946,"M","M",32,42
1947,"M","M",23,36
1938,"A","M",21,30
1939,"A","M",12,19
1940,"A","M",24,32
1941,"A","M",8,22
1942,"A","M",8,15
1943,"A","M",10,11
1944,"A","M",5,7
1945,"A","M",6,11
1946,"A","M",0,0
1947,"A","M",11,15
1938,"S","M",9,14
1939,"S","M",7,9
1940,"S","M",6,8
1941,"S","M",14,18
1942,"S","M",20,26
1943,"S","M",19,25
1944,"S","M",18,25
1945,"S","M",41,52
1946,"S","M",1,1
1947,"S","M",23,29
1938,"E","M",10,12
1939,"E","M",8,10
1940,"E","M",10,13
1941,"E","M",3,4
1942,"E","M",6,7
1943,"E","M",3,4
1944,"E","M",16,18
1945,"E","M",23,28
1946,"E","M",0,0
1947,"E","M",27,44
1938,"A","F",19,27
1939,"A","F",11,15
1940,"A","F",15,18
1941,"A","F",26,33
1942,"A","F",8,10
1943,"A","F",13,18
1944,"A","F",11,15
1945,"A","F",11,16
1946,"A","F",3,3
1947,"A","F",10,11
1938,"S","F",1,1
1939,"S","F",3,3
1940,"S","F",5,7
1941,"S","F",6,6
1942,"S","F",1,1
1943,"S","F",7,7
1944,"S","F",3,3
1945,"S","F",23,24
1946,"S","F",1,1
1947,"S","F",9,10
