"year","faculty","sex","survive","total"
1938,"M","M",20,26
1939,"M","M",8,14
1940,"M","M",9,13
1941,"M","M",26,30
1942,"M","M",33,52
1943,"M","M",9,17
1944,"M","M",20,24
1945,"M","M",6,11
1946,"M","M",29,38
1947,"M","M",16,28
1938,"A","M",11,21
1939,"A","M",17,28
1940,"A","M",23,32
1941,"A","M",11,16
1942,"A","M",8,11
1943,"A","M",13,20
1944,"A","M",2,3
1945,"A","M",11,18
1946,"A","M",0,0
1947,"A","M",14,25
1938,"S","M",13,16
1939,"S","M",11,17
1940,"S","M",11,18
1941,"S","M",6,13
1942,"S","M",26,32
1943,"S","M",22,28
1944,"S","M",22,29
1945,"S","M",33,39
1946,"S","M",3,3
1947,"S","M",28,36
1938,"E","M",12,18
1939,"E","M",9,12
1940,"E","M",14,17
1941,"E","M",4,6
1942,"E","M",3,4
1943,"E","M",5,5
1944,"E","M",18,27
1945,"E","M",22,30
1946,"E","M",0,0
1947,"E","M",29,35
1938,"A","F",17,20
1939,"A","F",12,14
1940,"A","F",10,15
1941,"A","F",18,21
1942,"A","F",7,7
1943,"A","F",7,12
1944,"A","F",24,28
1945,"A","F",16,19
1946,"A","F",3,4
1947,"A","F",12,16
1938,"S","F",1,1
1939,"S","F",3,4
1940,"S","F",4,4
1941,"S","F",3,4
1942,"S","F",4,4
1943,"S","F",3,6
1944,"S","F",6,6
1945,"S","F",9,10
1946,"S","F",4,4
1947,"S","F",15,17
