"HC","CO","NOX"
0.62,11,1.54
0.29,9.07,0.4
0.3,2.5,1.64
0.36,4.44,1.02
0.37,1.79,1.63
0.14,10.05,1.27
0.22,2.52,0.97
0.72,13.95,0.73
0.33,6.48,1.85
0.49,7.02,0.55
0.48,5.92,0.86
0.53,13.34,0.89
0.42,6.1,1.32
0.54,10.28,0.13
0.56,10.83,0.69
0.57,11.02,0.68
0.45,12.31,0.63
0.32,2.81,1.89
0.19,2.71,1.45
0.38,6.65,0.49
0.45,11.43,0.35
0.22,7.47,1.94
0.29,0.56,1.51
0.26,0.55,1.46
0.27,2.29,0.75
0.43,7.53,1.78
0.46,9.28,1.76
0.42,7.01,0.3
0.32,2.61,0.72
0.39,7.27,0.83
0.19,0.36,1.42
0.26,0.2,2.37
0.45,7.2,1.56
0.26,2.22,1.48
0.3,3.34,1.62
0.44,8.51,1.26
0.78,14.22,0.7
0.16,9.91,2.01
0.3,5.31,1.56
0.23,3.86,0.77
0.38,3.67,1.51
0.58,6.54,1.11
0.36,1.71,1.64
0.32,2.26,0.7
0.58,9.72,0.25
0.76,16.39,0.9
0.24,0.73,1.16
0.41,11.84,0.48
0.53,8.15,0.73
0.6,9.5,1.4
0.58,9.12,0.53
0.44,7.79,1.56
0.6,11.71,0.96
0.46,8.64,0.33
0.25,0.52,1.99
0.25,6.5,0.67
0.41,4.91,1
0.24,5.92,1.26
0.44,7.04,0.88
0.34,0.07,1.59
0.55,12.36,0.55
0.15,10.65,1.61
0.15,0.42,1.96
0.15,8.8,1.44
0.48,9.07,0.68
0.4,1.26,1.78
0.42,7.05,1.33
0.47,8.5,1.55
0.15,9.85,1.81
0.66,9.82,0.72
0.57,12.7,0.7
0.22,2.39,1.2
0.4,6.47,1.94
0.58,8.71,1.38
0.32,0.48,1.28
0.5,7.89,0.41
0.71,14.56,1.15
0.46,8,0.37
0.52,9.87,1.06
0.61,12.66,0.06
0.21,7.3,1.89
0.47,8.36,0.9
0.24,9.02,0.73
0.74,17.03,0.07
0.33,5.51,1.03
0.13,8.4,1.44
0.31,3.72,1.54
0.46,5.08,1.69
0.4,5.62,0.58
0.4,4.7,1.5
0.64,7.66,1.98
0.58,13,0.02
0.35,5.1,1.02
0.17,1.3,1.23
0.21,8.48,1.25
0.45,1.06,1.16
0.29,1.9,1.77
0.35,1.56,1.85
0.45,6.7,1.34
0.35,3.87,0.89
