"HC","CO","NOX"
0.35,5.16,1.48
0.68,16.36,0.64
0.77,17,0.59
0.35,5.7,0.89
0.44,8.96,1.08
0.61,15.48,0.39
0.23,1.49,1.24
0.38,5.47,1.15
0.41,8.18,0.4
0.54,6.82,0.97
0.21,0.06,1.05
0.23,2.63,0.72
0.52,12.69,0.64
0.27,6.42,1.69
0.61,9.18,0.79
0.69,7.05,1.9
0.54,9.63,1.03
0.38,1.93,1.12
0.6,10.54,0.32
0.52,4.72,1.72
0.58,9.04,1.07
0.2,8.67,1.13
0.1,7.54,1.65
0.56,13.85,0.28
0.35,0.02,1.56
0.56,11.94,0.43
0.49,5.66,0.97
0.46,10.17,1.36
0.52,13.16,0.46
0.27,1.01,1.91
0.41,6.29,1.46
0.14,7.11,1.9
0.05,7.59,2.63
0.38,7.26,0.83
0.55,10.43,0.55
0.36,3.84,1.28
0.61,12.61,1.15
0.34,5.41,1.19
0.52,9.48,0.37
0.29,1.48,1.32
0.33,3.95,1.2
0.43,6.43,1.05
0.48,11.24,0.85
0.35,4.46,0.56
0.49,9.69,0.53
0.22,2.19,1.14
0.55,10.57,0.86
0.24,3.04,1.33
0.37,10.58,0.34
0.35,3.49,1.46
0.41,7.83,1.09
0.53,6.56,1.28
0.35,6.7,1.65
0.16,1.9,0.49
0.39,5.59,0.37
0.27,0.5,2.27
0.46,9.1,1.34
0.39,7.13,0.99
0.42,6.97,1.22
0.32,8.08,1.18
0.3,4.38,1.64
0.52,11.17,0.5
0.46,7.49,1.18
0.21,1.79,0.88
0.32,2.69,1.02
0.3,4.93,0.87
0.37,7.93,0.82
0.78,15.79,0.61
0.51,9.91,0.65
0.49,9.51,1.15
0.3,7.94,1.34
0.45,9.07,1.04
0.53,10.84,1.36
0.62,9.14,1.72
0.71,14.44,0.74
0.38,8.24,0.82
0.21,0.76,0.96
0.51,9.16,0.74
0.65,9.13,0.82
0.33,5.07,1.08
0.58,8.45,0.46
0.49,6.99,1.33
0.26,2.13,1.56
0.5,7.8,1.29
0.53,11.03,0.83
0.19,5.73,1.49
0.59,9.48,0.7
0.46,9.19,0.76
0.32,6.92,1.29
0.56,11.89,0.59
0.23,3.74,1.36
0.43,4.34,1.19
0.29,3.16,1.08
0.24,0.46,0.85
0.43,11.76,0.35
0.12,8.51,1.6
0.16,12.35,1.6
0.48,9.94,0.44
0.43,8.27,0.67
0.25,1.66,1.12
