"HC","CO","NOX"
0.4,4.79,1.18
0.62,13.64,1.18
0.37,3.54,1.15
0.53,11.98,0.05
0.35,5.22,0.83
0.15,7.2,1.45
0.37,10.87,0.39
0.75,17.06,0.79
0.21,8.62,1.39
0.47,9.53,1.56
0.16,4.91,1.43
0.67,13.26,1.43
0.24,3.4,1.26
0.04,10.23,2.17
0.36,4.27,0.27
0.5,7.77,1.08
0.41,3.87,1.61
0.48,6.68,1.57
0.49,6.53,0.63
0.34,2.81,1.85
0.5,8.67,0.4
0.34,3.97,1.56
0.31,8.14,1.73
0.61,13.15,0.79
0.69,18.69,1.18
0.17,8.38,1.36
0.22,5.95,1.89
0.37,9.51,0.26
0.22,5.77,0.92
0.48,7.9,1.24
0.29,6.77,2.02
0.47,7.72,0.5
0.19,0.19,1.29
0.39,2.7,1.68
0.54,8.99,1.29
0.18,8.75,1.9
0.36,2.88,1.16
0.36,5.14,1.52
0.27,7.04,1.66
0.07,7.93,2.03
0.21,0.02,1.3
0.16,2.11,1.55
0.57,13.03,0.66
0.35,5.23,1.05
0.4,4.71,1.17
0.53,10.38,0.66
0.45,10.11,1.02
0.17,8.1,1.29
0.48,9.37,0.52
0.52,14.1,0.78
0.5,10.17,1.52
0.24,2.96,1.58
0.36,3.87,1.75
0.54,9.65,0.53
0.36,6.84,1.06
0.55,8.55,1.14
0.11,6.4,1.49
0.33,4.41,0.7
0.17,0.13,1.96
0.63,13.68,0.45
0.17,6.91,0.84
0.58,12.83,1.06
0.43,6.34,1.18
0.16,7.6,2.25
0.17,7.5,1.55
0.69,12.54,0.83
0.75,16.27,0.27
0.41,8.18,1.1
0.08,7,1.78
0.13,0.8,0.97
0.56,9.83,1.8
0.18,6.63,1.54
0.52,8.25,1.11
0.29,1.83,1.71
0.53,9.89,0.71
0.66,10,0.38
0.3,4.23,1.09
0.43,6.01,1.48
0.34,5.1,1.02
0.35,6.28,0.77
0.45,4.19,1.38
0.7,12.25,1.13
0.25,0.2,1.42
0.4,5.93,1.11
0.3,0.01,1.4
0.62,11.92,0.73
0.02,7.28,1.64
0.57,6.94,1.39
0.59,10.17,0.67
0.71,14.81,0.64
0.35,5.81,1.47
0.37,7.07,0.77
0.27,0.28,1.19
0.14,11.2,1.13
0.3,3.75,0.71
0.29,4.68,0.96
0.5,7.24,1.54
0.26,1.73,1.22
0.62,10.95,1.08
0.41,3.79,1.19
