"HC","CO","NOX"
0.48,11.3,0.68
0.42,5.54,1.28
0.08,1.52,1.17
0.19,8.75,1.44
0.24,8.08,1.27
0.6,11.25,1.22
0.51,13.2,0.9
0.2,1.37,1.12
0.24,6.27,1.06
0.51,7.07,1.3
0.17,0.16,0.81
0.47,9.58,0.84
0.43,6.98,0.7
0.49,10.99,0.49
0.31,0.37,2.02
0.35,6.55,0.8
0.43,8.26,2.23
0.26,6.28,0.81
0.54,7.76,1.51
0.35,4.51,1.18
0.4,8.36,0.6
0.37,4.33,1.41
0.59,10.56,1.02
0.43,7.28,1.16
0.42,5.72,1.25
0.39,4.89,1.22
0.28,1.17,1.72
0.52,8.39,0.93
0.36,6.31,0.67
0.41,2.38,1.79
0.37,4.61,0.34
0.22,0.45,1.26
0.82,17.37,0.42
0.71,12.74,1.35
0.43,8.25,1.05
0.49,7.27,1.61
0.74,13.74,0.94
0.36,6.54,1.13
0.93,21.06,0.26
0.28,1.92,2.16
0.65,12.32,0.84
0.28,2.56,0.54
0.63,6.67,1.18
0.29,3.48,0.99
0.25,4.35,1.1
0.11,7.84,2.67
0.46,7.05,0.77
0.3,1.07,0.82
0.34,9.06,1.13
0.46,7.69,0.41
0.62,13.71,0.46
0.78,17.05,0.56
0.51,8.21,1.72
0.47,8.99,0.93
0.52,7.09,1.26
0.48,10.29,1.72
0.38,3.59,1.45
0.78,15.64,0.64
0.27,7.96,1.65
0.44,4.66,1.19
0.51,8.52,1.1
0.4,6.55,1.02
0.17,2.18,0.88
0.65,14.1,0.38
0.12,6.91,1.9
0.28,0.25,1.74
0.36,9.51,0.72
0.54,9.23,1.3
0.42,8.14,1.38
0.1,5.72,1.62
0.34,7.14,1.78
0.62,10.75,0.42
0.61,13.35,1.19
0.34,4.21,0.5
0.56,6.26,1.3
0.53,9.29,1.21
0.21,6.3,1.56
0.65,13.07,0.93
0.38,7.6,1.04
0.08,7.17,1.61
0.59,11.35,0.98
0.5,8.44,0.85
0.41,5.7,1.24
0.3,1.01,1.52
0.5,6.33,1.3
0.14,7.81,2.02
0.18,7.81,1.92
0.47,12.89,0.22
0.4,7.42,0.78
0.3,7.24,0.28
0.3,6.11,1.2
0.6,13.17,1.31
0.47,6.2,0.89
0.43,7.57,0.92
0.5,5.56,1.21
0.3,2.26,1.8
0.6,12.74,1.04
0.47,9.86,0.95
0.31,6.36,0.74
0.69,15.51,0.89
