"HC","CO","NOX"
0.13,8.3,1.18
0.38,7.23,1.17
0.57,8.98,1.21
0.46,8.83,0.56
0.21,0.04,2.01
0.43,4.53,1.45
0.49,10.23,1.12
0.5,7.07,1.69
0.37,7.91,1.29
0.63,11.22,1.42
0.72,17.28,0.44
0.67,12.43,0.83
0.02,6.66,2.16
0.29,6.43,1.06
0.49,8.41,1.44
0.34,2.1,1.56
0.61,12.62,0.45
0.2,6.16,1.91
0.42,9.95,0.75
0.32,7.2,0.98
0.49,9.89,0.92
0.14,1.46,1.24
0.45,7.45,1.01
0.42,7.47,0.93
0.11,7.51,2.98
0.32,4.42,1.11
0.57,12.05,0.89
0.35,4.78,1.05
0.23,1.24,1.7
0.27,0.53,1.43
0.62,14.47,0.47
0.22,0.46,1.83
0.08,6.28,1.17
0.41,9.6,0.94
0.58,11.55,1.1
0.28,2.32,1.06
0.37,5.41,1.17
0.33,6.38,1.35
0.34,6.72,1.21
0.09,7.48,1.54
0.23,7.97,1.78
0.54,10.34,0.28
0.25,10.33,2.12
0.49,10.11,0.63
0.46,9.32,0.69
0.19,2.75,1.58
0.14,5.56,1.35
0.38,2.53,1.33
0.52,8.33,1.18
0.52,5.82,1.09
0.34,6.99,1.2
0.42,6.34,0.32
0.57,8.09,1.04
0.28,0.65,1.44
0.44,6.37,1.28
0.54,11.52,1.07
0.41,5.61,0.96
0.44,8.11,0.69
0.49,7.3,1.09
0.41,7.32,1.67
0.47,10.12,1.05
0.54,9.54,0.83
0.15,3.31,1.11
0.54,12.03,0.53
0.34,4.82,1.23
0.51,8,0.84
0.37,2.6,1.1
0.22,1.4,0.92
0.48,11.18,0.72
0.02,8.23,1.7
0.5,7.06,1.57
0.24,3.28,0.89
0.4,4.94,1.02
0.59,12.85,0.17
0.16,6.89,1.57
0.29,1.78,1.27
0.29,2.42,1.55
0.51,8.41,1.21
0.35,4.83,1.17
0.62,13.99,0.05
0.46,4.67,1.83
0.21,7.93,2.17
0.22,2.48,1.1
0.43,2.89,1.54
0.64,12.88,0.63
0.59,10.54,0.91
0.35,1.16,1.57
0.59,13.48,0.53
0.57,9.15,1.76
0.38,5.24,1.07
0.27,3.23,0.63
0.35,7.05,1.37
0.59,8.73,1.92
0.39,7.73,1.21
0.71,14.72,0.35
0.41,2.17,1.54
0.16,3.51,0.9
0.38,3.68,1.98
0.19,6.8,1.92
0.31,1.83,1.24
