"HC","CO","NOX"
0.29,3.55,1.12
0.34,7.07,1.31
0.3,2.78,0.97
0.71,15.7,0.77
0.32,0.84,0.88
0.62,9.76,1
0.18,0.24,0.56
0.77,14.99,0.48
0.18,5.68,1.41
0.44,5.33,1.34
0.5,9.12,0.36
0.48,12.49,0.3
0.49,7.09,1.29
0.52,10.84,0.2
0.35,2.57,2.19
0.47,7.58,1.29
0.57,8.74,1.34
0.55,7.89,0.86
0.33,7.74,0.12
0.55,12.25,0.41
0.3,1.5,1.17
0.68,14.47,0.57
0.53,6.04,1.24
0.3,5.87,1.3
0.48,8.77,1.17
0.11,7.47,2.28
0.35,3.22,2.04
0.41,4.71,0.96
0.58,14.34,0.63
0.28,2.62,1.3
0.27,5.61,1.53
0.59,10.5,1.02
0.23,0.39,0.95
0.33,5.42,0.94
0.64,15.7,0.46
0.19,2.09,1.24
0.33,3.01,0.7
0.53,14.77,0.19
0.36,3.87,1.29
0.49,8.16,0.56
0.2,9.16,1.64
0.44,8.9,0.58
0.34,5.67,1
0.5,9.98,0.22
0.61,11.23,0.9
0.39,7.46,0.16
0.36,7.19,0.82
0.69,17.85,0.65
0.27,7.26,1.89
0.5,9.83,1
0.51,11.26,0.94
0.41,4.16,2.36
0.37,0.95,0.96
0.35,5,1.1
0.32,4.12,1.77
0.27,3.8,0.91
0.29,3.81,1.46
0.25,3.95,1.16
0.42,4.61,1.24
0.41,4.82,1.28
0.65,14.77,1.4
0.26,3.79,1.23
0.35,4.65,0.89
0.29,2.62,1.33
0.55,7.98,0.87
0.28,2.51,1.64
0.42,5.71,1.37
0.26,3.63,1.48
0.25,2.22,1.04
0.59,10.94,1.55
0.49,6.41,1.07
0.64,6.99,2.28
0.45,6.6,1.35
0.09,8.07,2.07
0.26,3.45,1.72
0.55,11.48,0.68
0.52,9.86,1.28
0.46,6.07,1.09
0.9,17.92,0.17
0.78,15.99,0.37
0.38,5.53,1.15
0.74,14.17,1.08
0.52,9.02,1.16
0.17,7.92,1.28
0.28,6.12,1.39
0.63,7.93,1.14
0.7,14.64,0.44
0.58,9.6,0.9
0.3,5.92,0.26
0.42,4.55,1.47
0.62,11.93,0.86
0.15,7.14,1.9
0.81,16.9,0.83
0.6,11.54,1.01
0.41,3.38,1.42
0.45,7.65,1.02
0.32,7.85,0.94
0.5,7.43,1.03
0.16,0.33,1.07
0.32,3.95,1.29
