"HC","CO","NOX"
0.18,8.95,1.92
0.48,9.55,1.02
0.2,2.55,1.25
0.54,4.92,0.77
0.33,2.78,1.07
0.34,4.63,0.79
0.61,10.96,1.1
0.6,8.74,1.56
0.43,4.87,1.93
0.89,21.51,0.14
0.62,11.47,0.76
0.44,9.78,0.66
0.18,2.55,1.36
0.3,4.34,0.83
0.44,9.05,0.7
0.37,5.97,1.23
0.61,11.55,0.96
0.65,16.46,0.44
0.42,9.8,0.42
0.74,17.65,0.85
0.48,8,0.75
0.58,11.35,0.27
0.56,10.27,1.24
0.46,12.01,0.47
0.33,8.77,1.11
0.23,1.64,0.58
0.69,14.65,0.27
0.43,9.33,1.63
0.47,8.72,1.11
0.56,9.55,1.33
0.17,12.37,1.83
0.53,11.3,0.58
0.47,5.99,1.61
0.54,9.39,0.86
0.48,8.03,0.73
0.29,0.02,1.76
0.17,10.1,1.07
0.57,10.77,0.66
0.6,11.68,1.25
0.27,0.05,1.74
0.52,8.97,1.16
0.47,5.23,1.1
0.59,11.07,0.48
0.37,6.98,1.55
0.5,10.54,0.99
0.55,7.25,1.51
0.33,5.02,1.75
0.64,11.4,0.82
0.53,10.34,0.6
0.44,6.13,0.58
0.32,2.07,1.85
0.47,7.12,1.16
0.31,2.32,1.05
0.32,4.17,1.14
0.36,3.53,0.76
0.24,3.41,0.98
0.56,10.46,1.34
0.12,6.36,1.36
0.42,8.49,0.85
0.22,1.88,1.5
0.38,8.08,0.06
0.24,0.85,0.68
0.5,7.95,2.07
0.51,8.6,0.43
0.25,1.69,1.24
0.39,2.32,1.74
0.64,13.12,0.87
0.54,10.88,0.77
0.4,6.15,1.19
0.32,2.4,0.97
0.69,11.44,0.63
0.75,20.76,0.37
0.36,3.64,1.84
0.57,10.34,0.35
0.16,8.3,1.31
0.41,0.81,1.53
0.41,5.87,1.64
0.01,10.15,1.58
0.4,4.59,1.6
0.56,8.02,1.47
0.8,17.52,0.5
0.45,4.94,1.42
0.56,10.26,1.03
0.53,12.65,0.73
0.55,11.99,0.93
0.38,4.65,1.44
0.22,0.56,1.9
0.36,7.1,0.8
0.29,1.76,1.14
0.43,8.37,1.23
0.39,10.62,0.81
0.45,6.36,1.31
0.42,6.51,1.16
0.13,2.5,0.64
0.58,12.33,1.2
0.31,8.11,1.41
0.2,2.31,1.6
0.18,3.26,1.79
0.38,9.55,1.02
0.38,2.15,1.69
