"HC","CO","NOX"
0.35,4.44,1.18
0.32,4.24,1.69
0.72,17.98,0.32
0.67,10.75,0.72
0.63,8.44,1.21
0.43,4.05,0.87
0.21,9.77,1.52
0.44,11.81,0.63
0.41,4.29,1.13
0.46,5.11,0.99
0.33,4.71,0.51
0.7,16.05,0.22
0.14,6.58,2.06
0.39,7.08,1.23
0.07,7.38,2.13
0.3,2.55,2.07
0.49,7.14,1.51
0.35,5.71,1.08
0.33,3.76,0.77
0.41,4.07,1.72
0.32,2.43,1.64
0.33,5.52,0.7
0.33,1.83,1.54
0.35,1.26,1.8
0.34,7.68,1.48
0.33,2.58,1.79
0.57,12.22,1.42
0.4,10.44,0.96
0.38,3.75,1.03
0.44,9.37,0.97
0.34,6.56,0.89
0.72,14.23,0.56
0.16,3.16,1.59
0.66,8.98,1.05
0.41,5.91,1.61
0.46,7.81,0.71
0.48,8.14,0.75
0.24,3.25,0.78
0.47,8.35,1.13
0.55,11.04,0.68
0.53,6.72,0.91
0.54,7.46,0.73
0.2,8.36,1.54
0.5,7.9,0.54
0.49,5.38,1.66
0.52,10.14,1.18
0.53,9.57,0.39
0.52,8.73,0.5
0.7,13.75,0.57
0.64,10.76,1.72
0.1,10.14,1.87
0.56,11.5,0.7
0.27,2.7,0.95
0.3,4.08,0.48
0.68,14.26,0.3
0.22,6.34,1.85
0.6,11.46,0.33
0.14,6.94,1.86
0.64,11.25,0.74
0.51,7.51,0.61
0.45,7.15,0.62
0.47,6.96,0.9
0.39,7.94,1.05
0.42,8.64,0.9
0.15,0.87,1.21
0.48,8.42,0.69
0.5,7.59,0.41
0.4,7.06,1
0.33,4.97,1
0.48,9.37,0.85
0.51,7.97,0.5
0.39,5.81,0.77
0.47,8.49,1.38
0.07,6.88,1.48
0.29,7.03,0.65
0.51,8.39,1.15
0.5,9.99,0.47
0.46,9.38,1.38
0.61,13.78,1.09
0.49,13.28,0.97
0.46,8.83,1.25
0.21,4.56,0.57
0.51,11.49,0.88
0.14,8.25,1.43
0.57,10.51,0.4
0.43,7.65,1.11
0.33,0.65,0.87
0.11,7.82,1.76
0.44,10.94,0.73
0.38,5.29,0.88
0.2,1.25,1.54
0.61,6.6,1.38
0.47,12.15,0.04
0.4,7.24,0.7
0.76,16.17,0.55
0.52,8.95,1.57
0.5,8.96,1.16
0.11,6.05,1.44
0.28,3.79,1.14
0.25,1.8,1.69
