"HC","CO","NOX"
0.34,2.66,1.51
0.36,7.01,0.38
0.21,7.34,1.61
0.78,17,0.24
0.64,14.47,0.76
0.32,4.99,0.92
0.14,8.67,1.08
0.39,5.44,1.06
0.44,7.66,0.61
0.53,11.44,0.39
0.31,8.56,0.87
0.58,8.87,0.71
0.5,14.61,0.36
0.11,8.89,1.35
0.28,6.01,0.96
0.23,7.26,1.89
0.41,8.65,0.55
0.63,11.23,1.28
0.47,12.6,0.38
0.63,18.25,1.08
0.47,8.79,0.67
0.44,5.84,1.22
0.58,8.14,0.9
0.24,0.36,1.36
0.18,6.01,1.03
0.74,18.1,0.39
0.28,6.86,1.47
0.32,2.57,1.36
0.77,21.62,0.59
0.12,8,1.56
0.34,9.02,0.3
0.47,9.22,0.1
0.48,5.44,1.38
0.63,11.85,0.32
0.46,6.65,1.74
0.42,7.84,0.99
0.25,1.41,2.27
0.28,1.34,1.41
0.31,7.95,0.48
0.29,4.11,0.85
0.08,8.87,0.75
0.5,10.08,1
0.53,6.79,1.17
0.67,11.38,0.84
0.47,8.73,1.34
0.35,5.83,1.13
0.29,8.75,1.4
0.15,8.88,1.8
0.4,5.8,1.25
0.29,7.4,1.83
0.5,5.38,1.34
0.26,9.36,1.62
0.44,4.19,1.72
0.34,3.75,1.71
0.35,5.24,2.26
0.65,11.17,0.49
0.56,10.53,1.39
0.58,10.87,0.62
0.48,11.05,0.74
0.02,7.67,1.78
0.63,8.44,0.75
0.28,10.57,1.57
0.09,0.28,1.44
0.36,5.2,1.38
0.47,6.66,1.19
0.71,11.49,0.45
0.45,3.77,1.01
0.38,5.06,2.02
0.48,11.16,0.71
0.85,17.72,1.15
0.36,3.77,0.46
0.52,11.42,1.02
0.22,1.34,0.86
0.52,9.15,0.27
0.65,13.29,0.17
0.59,11.29,0.55
0.71,12.86,0.71
0.39,9.11,0.67
0.67,11.82,0.52
0.14,9.02,1.56
0.41,9.33,0.47
0.47,7.36,0.64
0.21,1.98,1.25
0.34,5.11,0.72
0.19,0.73,1.61
0.47,7.31,0.82
0.19,2.73,0.72
0.74,14.14,0.37
0.37,3.89,1.23
0.31,2.83,1.04
0.41,5.09,1.08
0.33,7.22,1.03
0.17,7.4,1.71
0.59,10.16,1.64
0.48,6.35,1.23
0.39,8.2,0.36
0.79,19.1,0.58
0.53,8.81,1.24
0.21,2.51,0.76
0.25,0.95,1.8
