"HC","CO","NOX"
0.48,8.63,0.9
0.64,11.13,1.58
0.31,4.28,0.96
0.45,4.24,1.53
0.45,3.39,1.03
0.27,5.46,2.04
0.23,1.24,0.7
0.28,0.16,0.87
0.41,5.52,1.11
0.45,7.22,1.31
0.47,7.71,1.39
0.19,1.74,0.86
0.45,7.38,0.62
0.21,3.29,1.15
0.56,6.3,1.22
0.48,10.24,0.29
0.39,10.38,0.92
0.31,3.57,1.34
0.42,7.99,0.51
0.29,2.48,1.59
0.54,13.31,0.06
0.5,13.76,0.47
0.24,2.03,1.69
0.4,3.83,1.49
0.23,7.45,2.44
0.07,8.1,1.7
0.4,7.42,1.17
0.55,10.48,1.04
0.3,5.87,1.21
0.22,6.89,1.66
0.45,8,0.13
0.68,12.87,1.03
0.53,9.87,1.35
0.42,3.7,1.19
0.32,6.31,0.91
0.51,10.87,1.51
0.54,15.97,0.2
0.68,10.79,0.15
0.55,11.87,0.74
0.44,4.91,0.83
0.36,1.33,1.13
0.33,5.39,1.26
0.51,5.69,1.21
0.47,11.96,0.63
0.58,13,0.59
0.28,7.05,1.71
0.16,6.93,1.6
0.16,8.22,1.89
0.29,4.15,0.93
0.33,8.35,0.63
0.37,8.47,1.35
0.5,9.79,1.35
0.83,18.33,0.58
0.1,7.55,1.62
0.42,7.74,1.17
0.16,3.84,1.2
0.48,6.12,1.53
0.35,2.89,1.3
0.64,11.34,0.53
0.59,10.14,1.24
0.27,6.6,1.86
0.3,6.8,1.25
0.61,11.47,1.15
0.37,8.16,0.51
0.4,3.17,0.75
0.27,5.72,1.73
0.54,7.67,1.02
0.47,7.97,0.6
0.32,4.1,1.33
0.31,6.61,1
0.59,9.08,1.99
0.44,10.77,0.79
0.16,6.39,1.69
0.45,9.27,0.17
0.29,2.64,0.87
0.34,4.41,1.2
0.37,5.65,0.87
0.52,8.23,0.86
0.36,9.72,0.36
0.63,10.29,1.21
0.03,7.74,1.59
0.12,8.55,1.82
0.63,8.26,1.54
0.3,6.68,1.11
0.38,3.24,1.88
0.36,2.79,1.87
0.49,5.75,1.39
0.34,0.94,1.44
0.52,11.82,0.85
0.44,8.76,0.88
0.56,6.26,1.29
0.37,6.09,1.36
0.38,5.18,1.08
0.25,0.05,1.66
0.35,4.61,1.54
0.7,13.47,0.84
0.25,2.04,0.94
0.34,6.96,1.24
0.52,11.35,0.62
0.64,7.18,1.04
