"HC","CO","NOX"
0.35,6.45,0.96
0.33,3.54,0.65
0.03,6.6,1.78
0.62,13.7,0.68
0.96,19.41,0.76
0.56,11.16,0.49
0.65,11.44,0.77
0.61,11.02,1.05
0.5,10.32,1.27
0.13,0.26,1.39
0.34,9.29,1.3
0.57,11.71,0.7
0.36,5.17,1.14
0.24,7.94,1.61
0.59,12.05,0.33
0.7,14.19,0.75
0.44,5.01,1.05
0.26,2.75,1.74
0.3,11.6,1.61
0.13,1.93,1.42
0.62,10.65,1.12
0.31,5.61,0.73
0.36,10.41,0.05
0.5,8.11,1.2
0.35,8.23,0.68
0.14,1.85,1.32
0.29,6.45,0.68
0.53,8.91,1.03
0.51,10.24,1.16
0.58,6.03,1.7
0.42,8.87,0.72
0.47,7.49,0.91
0.34,2.41,1.33
0.54,11.84,0.59
0.51,6.28,1.26
0.32,4.53,1.08
0.44,8.41,0.53
0.39,5.01,0.99
0.29,3.25,1.4
0.63,7.17,1.99
0.43,7.15,1.42
0.2,7.87,1.68
0.2,0.84,1.81
0.43,4.3,0.62
0.35,3.03,0.94
0.45,11.62,1.14
0.31,2.93,0.61
0.63,10.62,1.15
0.78,18.39,0.12
0.32,2.56,1.51
0.53,8.16,1.23
0.45,8.76,0.26
0.37,6.12,1.19
0.48,8.35,0.94
0.26,2.02,1.8
0.28,1,1.97
0.45,9.84,0.24
0.6,13.78,0.64
0.33,5.84,0.86
0.63,14.75,0.5
0.69,12.46,1.54
0.3,1.21,1.18
0.46,6.66,0.95
0.53,12.9,1.12
0.49,7.4,0.59
0.49,4.71,1.62
0.37,1.11,1.77
0.6,7.96,0.96
0.15,5.68,1.45
0.48,7.56,0.96
0.29,3.41,0.93
0.35,8.02,1.39
0.31,6.63,1.36
0.54,7.1,0.76
0.24,2.08,1.83
0.49,9.22,1
0.43,8.04,1
0.5,12.16,0.69
0.63,14.07,0.35
0.35,7.03,0.95
0.38,6.69,0.7
0.38,1.27,1.48
0.36,3.31,1.13
0.36,8.15,1.18
0.02,5.8,2.46
0.19,1.63,1.37
0.35,4.34,1.18
0.35,6.49,0.72
0.5,10.04,0.62
0.44,8.97,0.67
0.49,12.49,0.82
0.79,13.98,0.61
0.43,7.3,1.41
0.48,9.17,1.3
0.42,7.2,1.56
0.4,5.72,1.05
0.48,7.56,0.68
0.21,8.18,1.86
0.34,1.57,1.32
0.44,7.48,1.39
