"HC","CO","NOX"
0.44,7.19,0.95
0.59,11.33,1.02
0.24,2.39,1.33
0.53,6.78,1.19
0.21,2.39,1.09
0.43,5.96,1.24
0.43,4.84,0.89
0.37,4.49,0.65
0.39,4.38,0.39
0.28,3.01,1.25
0.25,8.04,1.26
0.47,6.12,0.75
0.26,3.09,1
0.37,2.71,1.53
0.18,1.56,1.71
0.63,11.83,0.38
0.21,4.88,1.36
0.43,5.44,1.09
0.26,1.7,0.76
0.44,5.25,0.65
0.28,2.34,1.16
0.52,7.7,1.69
0.28,1.8,1.69
0.46,7.65,0.89
0.17,8.28,2.15
0.42,6.22,0.81
0.28,3.32,1.46
0.03,7.04,2.46
0.53,13.62,0.75
0.51,7.83,1.21
0.66,15.55,0.55
0.44,7.99,0.96
0.29,2.84,1.54
0.38,3.73,1.35
0.53,13,0.39
0.26,7.59,0.83
0.05,10.41,1.76
0.31,7.75,0.89
0.22,1.53,1.54
0.72,19.25,0.31
0.53,9.54,1.87
0.36,7.54,1.08
0.6,8.66,1.08
0.27,7.08,2.1
0.23,3.24,1.42
0.57,10.44,0.99
0.4,3.75,0.88
0.44,6.14,0.9
0.08,9.11,1.16
0.49,9.78,0.17
0.28,2.53,1.19
0.2,2.95,1.42
0.45,9.3,1.33
0.42,6.19,1.41
0.49,6.16,1.12
0.5,8,1.24
0.27,0.66,1.45
0.72,17.65,1.19
0.52,5.38,1.95
0.65,10.16,1.11
0.36,6.44,1.09
0.4,7.73,0.18
0.35,7.17,1.17
0.05,7.86,1.89
0.37,1.6,1.66
0.39,5.1,1.06
0.28,3.33,0.99
0.41,6.05,1.36
0.28,4.53,1.25
0.5,11.41,0.18
0.21,0.38,1.87
0.38,8.02,0.81
0.35,6.17,1.27
0.33,3.73,1.52
0.13,10.55,2.38
0.38,4.63,1.5
0.52,7.9,0.74
0.47,6.98,1.53
0.46,7.6,0.81
0.45,6.71,0.64
0.45,10.57,0.95
0.22,2.43,1.02
0.6,11.21,1.15
0.21,0.59,0.78
0.19,2.62,0.72
0.75,17.23,0.36
0.5,10.65,1.62
0.31,5.77,1.2
0.57,8.27,1.27
0.7,14.17,0.64
0.55,10.92,1.17
0.53,8.81,0.85
0.22,8.11,1.38
0.58,14.69,0.94
0.59,11.66,1.35
0.34,3.13,1.36
0.18,8.15,1.25
0.57,10.16,1.12
0.37,6.78,0.74
0.54,13.3,1.18
