"HC","CO","NOX"
0.16,10.54,1.72
0.25,9.29,1.84
0.26,9.32,1.68
0.24,2.57,1.93
0.26,0.18,1.58
0.64,12.83,0.9
0.54,9.61,1.17
0.58,11.27,1.18
0.44,6.91,0.84
0.45,6.71,1.35
0.55,14.72,0.48
0.61,8.85,1.18
0.48,7.94,0.96
0.78,20.33,1.23
0.24,7.08,0.19
0.39,5.4,1.32
0.41,6.75,1.37
0.13,11.41,1.08
0.39,11.49,0.61
0.66,13.19,0.06
0.12,9,0.74
0.56,9.88,0.8
0.47,11.31,0.94
0.25,6.7,0.93
0.42,8.14,1.29
0.77,7.7,1.93
0.5,9.89,1.28
0.33,5.07,1.23
0.28,4.23,1.93
0.47,8.94,0.84
0.46,8.42,0.56
0.31,3.04,1.51
0.35,6.5,0.64
0.26,3.01,1.43
0.6,12.75,0.97
0.36,4.94,0.86
0.04,10.04,2.12
0.44,9.31,0.78
0.15,0.16,0.88
0.75,17.87,0.51
0.45,6.76,0.98
0.37,3.24,1.51
0.41,7.67,0.82
0.42,6.92,1.72
0.29,2.45,1.66
0.38,5.26,1.89
0.52,8.12,1.17
0.46,7.35,1.24
0.46,7.97,1.3
0.43,8.33,0.52
0.21,7.65,1.97
0.7,15.78,0.74
0.6,10.5,1.18
0.46,9.03,1.29
0.3,6.54,1.29
0.38,4.92,1.23
0.28,1.97,1.37
0.36,3.23,1.53
0.03,9.48,1.22
0.47,7.19,1.26
0.08,8.31,1.55
0.29,5.86,0.32
0.35,8.78,0.91
0.46,7.9,0.86
0.48,3.88,0.9
0.39,7.93,1.36
0.17,5.23,2.46
0.26,0.55,1.3
0.56,12.28,0.54
0.37,7.99,1.52
0.37,3.6,1.5
0.36,2.55,1.3
0.73,16.71,0.77
0.55,9.05,1.04
0.4,7.47,0.73
0.41,6.75,1.63
0.24,3.98,0.96
0.16,7.83,1.65
0.35,10.22,0.76
0.44,4.98,1.19
0.26,1.71,1.3
0.48,7.7,1.56
0.19,3.78,1.14
0.67,11.74,0.95
0.45,5,1.6
0.62,9.25,0.59
0.66,9.42,1.01
0.38,4.4,1.59
0.52,9.03,0.97
0.51,8.4,1.8
0.47,12.28,0.7
0.01,11.17,1.9
0.78,10.4,1.34
0.62,12.61,0.53
0.08,8.76,1.13
0.43,8.91,0.84
0.23,7.85,1.48
0.5,11.08,0.34
0.52,8.36,1.5
0.35,0.85,1.1
