"HC","CO","NOX"
0.37,2.05,1.82
0.31,3.35,1.54
0.36,5.55,1.26
0.46,6.55,1.39
0.39,8.28,0.78
0.3,2.32,0.98
0.6,10.84,0.58
0.38,5.8,1.46
0.31,3.08,1.13
0.48,10.31,1.06
0.23,1.94,1.35
0.44,7.73,0.55
0.35,7.79,0.99
0.4,8.64,1
0.36,3.53,1.14
0.41,4.79,1.1
0.52,9.9,0.43
0.74,13.02,1.5
0.17,12.49,2.01
0.18,1.78,0.95
0.35,10.26,1.13
0.43,9.29,1.08
0.2,0.93,1.76
0.6,12,0.82
0.34,1.69,1.09
0.35,5.81,0.79
0.41,4.94,1.06
0.34,7.18,1.15
0.2,6.47,1.59
0.07,9.95,1.36
0.57,15.24,0.38
0.4,11.8,1.23
0.34,5.01,0.93
0.48,6.67,1.22
0.18,0.7,1.7
0.36,6.73,1.61
0.21,0.01,1.24
0.49,7.47,1.47
0.26,4.46,1.19
0.47,8.21,0.73
0.52,7.5,1.64
0.33,1.95,1.54
0.14,6.94,1.62
0.74,11.4,0.92
0.5,7.02,1.45
0.37,5.74,0.85
0.32,5.62,0.38
0.45,7.75,0.99
0.63,9.25,2.1
0.55,10.31,1.26
0.38,7.34,0.9
0.43,11.77,1.11
0.42,5.49,1.51
0.57,11.13,0.99
0.38,2.62,1.53
0.27,1.47,1.93
0.64,10.97,1.1
0.42,10.53,0.39
0.4,6.99,0.88
0.47,7.94,0.86
0.44,8.22,1.3
0.14,3.61,1.03
0.37,7.31,1.47
0.76,13.06,0.68
0.51,11.95,1.03
0.47,5.34,1.65
0.29,2.66,1.37
0.63,8.76,0.55
0.62,13.85,0.32
0.15,1.76,0.79
0.56,9.63,0.12
0.17,0.31,1.59
0.33,7.1,0.74
0.16,2.45,1.11
0.62,14.4,1.28
0.37,7.67,0.87
0.74,17.28,0.7
0.24,1.3,1.91
0.53,9.58,1.17
0.5,11.82,0.79
0.2,3.22,1.65
0.39,7.16,1.07
0.57,9.15,1.3
0.56,12.88,0.7
0.44,7.25,0.84
0.36,4.89,1.01
0.26,1,1.22
0.46,5.79,0.89
0.33,4.74,1.07
0.52,7.24,0.91
0.58,12.31,1.02
0.6,15.74,0.72
0.06,7.48,1.74
0.63,10.61,0.95
0.36,3.52,1.62
0.26,6.86,1.83
0.15,1.4,0.95
0.37,3.26,0.75
0.55,13.48,0.35
0.6,15.22,0.49
