"HC","CO","NOX"
0.66,13.22,1.16
0.52,9.6,0.99
0.55,10.13,0.62
0.54,10.95,0.7
0.5,7.22,0.63
0.28,0.92,1.27
0.72,17.15,0.81
0.23,2.16,1.44
0.19,7.06,2.06
0.36,5.58,1.36
0.76,17.02,0.46
0.35,2.15,1.83
0.41,1.94,1.21
0.65,11.86,0.24
0.44,8.27,0.85
0.55,11.91,0.78
0.32,0.97,2.44
0.57,9.48,1.01
0.32,5.11,1.18
0.36,7.01,2.06
0.58,7.19,1.22
0.62,12.07,0.33
0.19,9.55,1.42
0.49,5.12,1.03
0.3,4.26,1.8
0.75,13.34,1.06
0.51,8.89,0.96
0.25,6.94,1.61
0.34,6.43,1.1
0.38,5.36,0.73
0.41,4.54,1.15
0.69,8.49,0.94
0.5,9.34,0.9
0.59,12.24,1.09
0.36,4.81,1.55
0.13,7.54,1.54
0.29,1.62,1.55
0.35,1.55,1.04
0.43,8.6,1.1
0.02,8.77,1.62
0.53,8.68,0.89
0.18,8.12,1.69
0.25,3.14,1.89
0.4,6.16,1.1
0.37,1.73,1.13
0.32,1.08,1.38
0.52,10.19,0.4
0.43,11.9,1.13
0.01,7.41,1.77
0.37,7.86,1.48
0.41,6.71,0.98
0.73,18.55,0.23
0.35,3.61,1.32
0.24,3.52,0.74
0.44,11.1,0.83
0.2,1.17,1.23
0.25,4.47,1
0.61,7.57,1.28
0.05,9.43,1.39
0.4,7.29,1.06
0.23,4.4,1.59
0.58,14.37,1.53
0.62,13.77,0.83
0.73,14.69,0.9
0.61,12.57,0.76
0.55,7.94,0.53
0.67,10.52,0.8
0.42,3.08,1.62
0.52,16.69,0.22
0.31,5.84,1.3
0.61,15.68,0.47
0.03,9.06,1.4
0.26,5.79,1.24
0.58,13.36,0.78
0.2,7.76,1.93
0.62,9.75,1.91
0.42,5.28,1.04
0.45,7.21,1
0.31,4.78,1.51
0.29,2.2,1.74
0.51,7.26,0.78
0.47,7.3,0.98
0.5,11.03,0.49
0.4,6.56,0.66
0.3,0.63,1.15
0.36,3.84,0.59
0.27,2.59,1.5
0.33,9.69,0.89
0.37,6.57,1.09
0.22,0.43,1.49
0.25,2.73,1.04
0.45,6.72,0.5
0.44,6.55,0.33
0.31,6.9,1.01
0.36,0.28,1.4
0.48,5.59,1.32
0.54,11.44,0.78
0.35,8,0.24
0.59,8.9,0.78
0.69,11.31,0.85
