"HC","CO","NOX"
0.19,6.93,1.34
0.39,8.48,0.4
0.55,8.53,1.04
0.36,3.25,1.41
0.51,10.09,1.27
0.38,5.96,1.51
0.57,12.88,0.53
0.39,3.39,1.08
0.13,7.07,1.66
0.73,14.35,0.19
0.43,3.35,1.19
0.4,5.3,1.57
0.19,0.03,1.5
0.46,7.67,0.68
0.14,7.34,2.45
0.54,13.63,0.83
0.44,7.74,0.89
0.47,6.59,0.71
0.33,5.94,1.45
0.69,15.16,0.48
0.53,5.78,1.14
0.46,6.11,1.09
0.22,4.93,0.81
0.43,6.51,0.84
0.53,7.01,1.58
0.41,6.14,1.36
0.55,12.25,0.3
0.51,5.88,1.5
0.5,8.54,0.64
0.31,6.68,0.68
0.64,16.19,0.93
0.62,10.03,0.75
0.32,3.29,1.37
0.21,0.97,2
0.11,1.27,1.3
0.51,5.85,1.39
0.29,5.86,0.66
0.25,4.57,0.84
0.32,6.5,1.09
0.38,6.76,1.12
0.5,10.49,0.43
0.21,3.67,0.91
0.27,4.5,0.61
0.3,5.21,1.2
0.5,12.24,0.69
0.56,12.43,0.42
0.47,8.26,0.82
0.61,14.74,0.42
0.65,13.87,0.75
0.56,12.36,0.62
0.34,5.72,1.29
0.33,2.57,2.08
0.28,5.45,1.49
0.42,7.82,0.89
0.43,5.95,1.62
0.45,5.17,1.17
0.53,11.29,0.78
0.21,10.26,1.75
0.49,6.2,0.9
0.18,1.37,0.98
0.62,14.68,0.38
0.59,5.66,1.02
0.53,8.68,1.65
0.31,3.67,1.18
0.73,14.02,1.04
0.52,9.42,1.04
0.44,7.23,1.27
0.56,11.25,0.34
0.58,14.13,0.48
0.19,0.73,0.92
0.51,10.01,0.9
0.61,14.66,0.84
0.26,1.75,1.44
0.41,3.81,1.6
0.29,1.73,0.88
0.71,17.1,0.62
0.41,8.25,0.78
0.26,2.2,1.25
0.25,1.45,1.86
0.38,7.19,0.71
0.56,13.1,0.24
0.62,8.16,0.49
0.24,4.2,1.76
0.56,11.02,1.42
0.19,2.21,0.84
0.15,10.78,1.9
0.4,6.71,0.81
0.48,8.51,1.29
0.42,6.67,1.3
0.38,3.49,1.12
0.24,1.79,0.91
0.32,0.22,1.66
0.29,8,0.74
0.33,4.67,1.35
0.29,1.81,1.34
0.38,1.29,1.43
0.44,9.08,0.65
0.19,1.47,1.42
0.53,16.09,1.52
0.19,2.36,0.74
