"year","faculty","sex","survive","total"
1938,"M","M",12,17
1939,"M","M",11,17
1940,"M","M",14,17
1941,"M","M",15,20
1942,"M","M",38,55
1943,"M","M",10,20
1944,"M","M",21,34
1945,"M","M",9,13
1946,"M","M",31,45
1947,"M","M",26,42
1938,"A","M",18,33
1939,"A","M",8,10
1940,"A","M",12,22
1941,"A","M",4,10
1942,"A","M",3,6
1943,"A","M",15,18
1944,"A","M",4,6
1945,"A","M",8,12
1946,"A","M",0,0
1947,"A","M",15,20
1938,"S","M",10,13
1939,"S","M",11,12
1940,"S","M",12,20
1941,"S","M",14,17
1942,"S","M",22,28
1943,"S","M",16,22
1944,"S","M",20,25
1945,"S","M",27,36
1946,"S","M",3,6
1947,"S","M",34,42
1938,"E","M",14,16
1939,"E","M",8,11
1940,"E","M",6,12
1941,"E","M",7,9
1942,"E","M",7,9
1943,"E","M",2,2
1944,"E","M",22,25
1945,"E","M",12,17
1946,"E","M",0,0
1947,"E","M",27,34
1938,"A","F",17,20
1939,"A","F",10,14
1940,"A","F",13,14
1941,"A","F",16,18
1942,"A","F",6,8
1943,"A","F",10,14
1944,"A","F",20,29
1945,"A","F",17,23
1946,"A","F",1,1
1947,"A","F",16,16
1938,"S","F",1,1
1939,"S","F",3,4
1940,"S","F",5,6
1941,"S","F",3,3
1942,"S","F",5,6
1943,"S","F",8,9
1944,"S","F",5,5
1945,"S","F",13,15
1946,"S","F",3,3
1947,"S","F",6,7
