"HC","CO","NOX"
0.54,10.42,0.4
0.56,10.86,0.75
0.74,16.36,0.47
0.57,8.34,1.22
0.31,4.14,1.32
0.68,15.43,0.35
0.06,9.48,1.9
0.3,1.58,1.4
0.23,8.51,1.14
0.19,8.48,0.9
0.26,0.03,1.41
0.56,8.48,0.55
0.65,10.95,1.23
0.34,2.55,1.95
0.24,4.25,1.02
0.59,12.89,1.1
0.36,8.31,0.48
0.39,5.7,1.56
0.41,4.22,1.05
0.68,14.94,0.64
0.28,5.73,0.76
0.26,3.06,1.65
0.72,15.24,0.41
0.07,8.13,1.49
0.6,9.51,1.12
0.52,14.19,0.49
0.41,8.09,0.79
0.35,3.52,1.24
0.26,5.61,1.06
0.2,8.48,2.23
0.56,9.42,0.7
0.36,7.84,0.94
0.47,6.33,1.25
0.37,4.42,1.18
0.33,5.34,1.62
0.43,5.65,1.25
0.29,5.05,0.5
0.5,8.08,1.21
0.52,8.49,1.09
0.33,5.87,1.17
0.64,16.64,0.53
0.54,9.6,0.85
0.21,3.91,0.85
0.36,8.34,0.49
0.27,2.09,1.23
0.18,7.8,1.69
0.72,12.41,0.58
0.19,9,1.98
0.58,11.94,0.28
0.63,9.57,0.81
0.09,9,1.25
0.43,4.26,1.48
0.41,10.41,0.46
0.44,7.37,0.85
0.38,6.76,1.17
0.61,9.86,1.65
0.49,11.22,0.83
0.08,1.06,1.51
0.28,2.92,1.75
0.43,5.06,0.82
0.32,8.29,0.72
0.39,8.74,0.94
0.37,8.57,1.23
0.48,9,0.45
0.25,6.83,1.59
0.46,12.04,0.96
0.5,9.25,0.82
0.25,1.53,0.45
0.35,6.77,1.41
0.62,6.87,1.83
0.63,11.85,1.07
0.46,4.68,1.2
0.62,13.49,0.68
0.29,1.78,1.14
0.43,7.15,0.58
0.4,4.67,1.05
0.39,5.49,1.13
0.7,15.62,1.03
0.55,11.24,1.41
0.56,10.41,0.74
0.42,5.01,1.4
0.32,4.04,1.66
0.54,14.47,0.68
0.55,12,0.32
0.35,7.6,1.3
0.35,5.5,1.37
0.36,7.45,0.68
0.14,7.68,1.63
0.29,2.79,1.4
0.39,3.74,1.33
0.24,4.01,0.97
0.59,13.22,0.75
0.72,15.28,0.97
0.07,6.92,2.21
0.17,1.75,1.21
0.31,3.8,1.19
0.57,10.1,0.85
0.3,2.79,1.2
0.42,3.21,1.02
0.48,6.11,1.28
